회사명,거래소코드,회계년도,자산(*)(요약)(IFRS)(백만원),이익잉여금(결손금)(요약)(IFRS)(백만원),자산(*)(요약)(IFRS연결)(백만원),이익잉여금(결손금)(요약)(IFRS연결)(백만원),순운전자본비율(IFRS),순운전자본비율(IFRS연결),부채(*)(요약)(IFRS)(백만원),부채(*)(요약)(IFRS연결)(백만원),금융비용부담률(IFRS),금융비용부담률(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS)(백만원),매출액(수익)(요약)(IFRS)(백만원),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원)
(주)메드팩토,235980,2022/12,105495,-143829,107687,-143829,25.98,25.57,73173,75365,0,0,-29013,-35753,0,-29614,-35753,0
(주)메디아나,041920,2022/12,103357,69155,103445,67768,61.05,62.24,13306,13384,-0.43,-0.43,10055,10622,67772,9699,10598,68347
(주)메디콕스,054180,2022/12,107437,-81786,110434,-83442,0.16,-0.69,43823,47194,11.63,11.03,-8438,-42105,20296,-9156,-42619,21817
(주)메디톡스,086900,2022/12,561354,390675,596288,401111,1.61,-0.02,146754,162673,0.67,0.87,26908,36842,183090,26199,36596,195096
(주)메디프론디비티,065650,2022/12,55753,-60388,,,61.23,,24662,,0.98,,-2914,-12025,45290,,,
(주)메지온,140410,2022/12,51178,-107743,54022,-111052,46.93,36.68,21629,27782,-32.6,-1.11,1179,-32989,30726,-12075,-36298,30726
(주)메카로,241770,2022/12,216754,117002,218227,117001,59.26,59.14,25016,26024,-0.88,-0.92,8148,43680,53306,4927,43694,53991
(주)메타바이오메드,059210,2022/12,114029,16771,121072,15810,0.81,5.09,52466,57633,1.7,1.7,8569,2965,63260,9159,3600,68942
(주)멕아이씨에스,058110,2022/12,85943,23621,86759,22671,45.38,44.16,17356,18875,1.81,2.06,6641,-4403,24241,5742,-2835,28754
(주)멜파스,096640,2022/12,51975,-108469,51985,-108469,16.57,16.63,23696,23706,22.82,22.83,-3626,-14782,10525,-3632,-14782,10525
(주)모다이노칩,080420,2022/12,880813,218306,1007652,218971,-19.55,-11.77,517523,629323,6.49,3.2,69097,1441,152376,73344,-370,411288
(주)모두투어네트워크,080160,2022/12,146523,35262,270405,51306,-9.79,-25.05,105537,181424,-10.93,5.39,26679,-19523,32637,61230,-12041,47765
(주)모베이스,101330,2022/12,194253,161790,992263,271432,21.05,4.99,12525,584939,-3.96,0.92,10154,14206,21972,97162,24393,1326886
(주)모베이스전자,012860,2022/12,552226,22355,701376,54215,-10.83,-4.09,378365,499601,0.99,1.27,29466,6784,708067,44680,6798,922209
(주)모비데이즈,363260,2022/12,85323,2288,85313,2306,31.27,33.67,45190,45265,-2.86,-2.86,5467,-6530,15987,5365,-6668,16050
(주)모비릭스,348030,2022/12,86604,31053,86482,30736,35.86,58.81,6459,6653,-0.9,-0.89,4947,5960,70630,4523,5651,70926
(주)모비스,250060,2022/12,33430,-13508,77278,-11088,-4.54,31.98,16600,32762,18.32,3.8,-2963,-5608,4937,-2096,-6195,19665
(주)모아데이타,288980,2022/12,55872,6611,55809,6508,26.01,26.68,18694,18734,2.59,2.59,1744,1898,21714,1679,1795,21714
(주)모코엠시스,333050,2022/12,27010,7066,,,68.01,,8124,,-0.78,,169,-1721,23207,,,
(주)모헨즈,006920,2022/12,24910,6203,56171,15872,24.26,32.62,9269,23319,-0.1,-0.2,2197,1092,38136,2654,2291,90124
(주)무궁화인포메이션테크놀로지,038340,2022/12,8561,-88109,16463,-89389,33.68,8.37,4444,11419,2.28,5.81,-6983,-4097,3226,-6916,-4346,5993
(주)미래생명자원,218150,2022/12,52051,20985,56095,21019,52.6,48.19,11265,15260,0.39,0.42,1208,894,47914,1192,878,75635
(주)미래컴퍼니,049950,2022/12,166224,105930,170948,111329,39.9,40.38,37395,38066,-0.85,-0.83,10045,27896,149558,10680,29294,154857
(주)미코,059090,2022/12,343604,79355,731153,-36932,-6.91,15.48,182273,354853,11.72,1.49,-936,-47637,49554,80429,-31226,414832
(주)미코바이오메드,214610,2022/12,57538,-104883,57512,-105855,12.92,15.83,39697,39872,12.65,13.12,-11853,-37340,16099,-14006,-38919,16111
(주)미투온,201490,2022/12,86158,16212,220653,55740,-18.59,30.44,19215,31001,-80.16,1.01,14391,8321,13258,31323,20628,112012
(주)바른손,018700,2022/12,87497,-85211,88929,-86751,9.14,9.32,28054,30031,-0.71,-0.46,5899,-24834,54674,4642,-25250,58667
(주)바른손이앤에이,035620,2022/12,132126,-45618,128074,-37492,-5.42,-7.36,35685,42405,12.69,2.94,-7270,-13932,4683,-5054,-13319,26033
(주)바이넥스,053030,2022/12,300657,44757,298410,42029,2.2,3.58,106108,106127,0.73,0.69,17838,13157,156665,17062,12365,156677
(주)바이브컴퍼니,301300,2022/12,84944,-33119,94700,-35808,-37.92,-29.32,74350,81900,5.4,5.9,-10993,-20295,34593,-15107,-22902,36579
(주)바이오니아,064550,2022/12,235940,-62674,298737,-16873,22.54,32.75,45239,55198,0.01,0.05,-7255,-12211,64771,8805,15122,218394
(주)바이오다인,314930,2022/12,45414,-14478,,,47.7,,1255,,-3.59,,2586,5611,12210,,,
(주)바이오로그디바이스,208710,2022/12,64649,-4808,86055,8738,25.84,9.79,28240,34757,1.07,1.56,-884,3591,100265,4846,398,106488
(주)바이오솔루션,086820,2022/12,91731,-24505,,,36.31,,47955,,10.65,,-3814,-8087,10102,,,
(주)바이오스마트,038460,2022/12,118776,-2665,237183,31589,-20.46,-0.65,57645,144878,-1.01,1,9341,-29267,77732,6289,-1182,391822
(주)바이오에프디엔씨,251120,2022/12,59036,15979,,,65.91,,6058,,-2.87,,5573,4335,15855,,,
(주)바이오인프라,199730,2022/12,32589,14387,,,19.92,,14680,,0.9,,8425,6237,35427,,,
(주)바이오톡스텍,086040,2022/12,94314,13237,125700,12162,-4.38,-8.27,49975,81334,2.6,3.76,4099,3939,37292,-1309,1512,37292
(주)바텍,043150,2022/12,419684,293518,511114,334678,35.47,33.16,84596,147681,-0.2,-0.27,44783,68167,260829,33341,78612,395056
(주)박셀바이오,323990,2022/12,24163,-33383,,,85.22,,836,,0,,-6045,-6825,0,,,
(주)배럴,267790,2022/12,47475,4419,47658,4419,30.79,32.29,17000,17183,3.66,3.55,-1360,-5908,36936,-2213,-5908,38032
(주)백금티앤에이,046310,2022/12,65205,629,119050,13181,19.24,55.95,28318,38045,0.38,0.01,2085,1317,63309,10676,11264,147603
(주)밸로프,331520,2022/12,29590,4511,31574,5246,82.24,79.04,5638,6816,-0.76,-0.54,1740,1592,23625,1525,1579,30647
(주)버킷스튜디오,066410,2022/12,276099,-51605,313552,-57028,-30.26,-21.4,169189,184301,31.16,15.3,-3209,-102474,20687,-15519,-195606,44648
(주)베노홀딩스,206400,2022/12,102656,-52848,101284,-57225,18.64,18.83,29248,31282,14.1,13.21,4896,-20644,18729,4930,-21859,21797
(주)베셀,177350,2022/12,67600,-4644,84637,-1705,-4.24,-12.26,40441,53929,3.65,3.41,-5043,-9394,27739,-5551,-14056,44128
(주)베스파,299910,2022/12,1414,-48967,1473,-47903,-762.12,-656.78,11875,10855,7.61,6.5,-3134,-6559,5286,-2964,-4701,5479
(주)보광산업,225530,2022/12,144147,60317,145980,61235,12.14,20.43,54828,57056,0.22,0.51,19278,11210,87471,18677,12075,87471
(주)보라티알,250000,2022/12,97324,40980,103499,45647,30.54,32.93,25581,27089,-1.52,-1.34,1807,15549,60493,2607,17316,69472
(주)본느,226340,2022/12,74682,5573,84598,6628,-21.48,-9.78,46517,53944,9.38,4.23,-5018,-914,25000,-3554,1058,60720
(주)부-스타,008470,2022/12,96289,66915,96234,66856,43.82,44.3,17517,17521,-0.64,-0.64,-555,-1177,91870,-608,-1236,91870
(주)부방,014470,2022/12,257478,52307,368514,113377,-16.8,-12.57,76925,183839,-81.01,-0.87,2764,-109,3321,2204,31241,338459
(주)뷰노,338220,2022/12,36251,-63341,35378,-64309,22.95,27.52,16646,16686,1.7,1.7,-15545,-14899,8275,-16282,-15662,8275
(주)뷰웍스,100120,2022/12,289330,224082,288409,221203,36.97,39.29,75868,79090,0.39,0.38,-1900,27357,226546,-1496,26459,237929
(주)브랜드엑스코퍼레이션,337930,2022/12,103465,24960,114223,25494,45.52,43.66,27152,32892,-0.15,-0.09,7884,7698,195308,6845,10129,212740
(주)브리지텍,064480,2022/12,69923,32177,,,29.18,,18173,,-0.55,,4888,3381,58936,,,
(주)브이씨,365900,2022/12,92300,18406,96043,19561,-5.05,-4.06,44454,46536,0.53,0.52,-8718,-188,48600,-8017,1274,54344
(주)브이원텍,251630,2022/12,137603,67571,175413,62890,25.94,21.02,38812,78169,-0.71,0.36,385,3373,44106,-7105,-3991,59783
(주)브이티지엠피,018290,2022/12,161145,39327,220697,49876,3.09,9.08,65693,117949,1.45,1.06,12571,3368,157342,54019,13205,240241
(주)블레이드엔터테인먼트,044480,2022/12,47195,-72961,172348,-75054,-18.41,15.58,21891,65717,3.69,3.88,2866,-21165,16147,-1641,-24250,78061
(주)블루콤,033560,2022/12,174369,126159,175353,125257,17.3,13.37,14077,14995,0,0.02,3069,66,58618,3902,-265,58618
(주)블리츠웨이,369370,2022/12,46366,-3365,49916,-3351,16.7,20.09,10827,11646,2.67,1.53,-6838,-3374,10062,-3369,-3505,19148
(주)비덴트,121800,2022/12,747556,150280,748833,150405,-0.09,-0.08,176656,177807,66.33,66.33,-3692,-181907,15845,-3711,-181781,15845
(주)비보존제약,082800,2022/12,185282,-251870,187074,-254993,-15.99,-16.17,79365,81237,14.79,5.14,-6211,-35273,15986,-3323,-39234,59067
(주)비스토스,419540,2022/12,20498,947,,,68.94,,4573,,-0.16,,-747,-4502,23963,,,
(주)비씨월드제약,200780,2022/12,151205,46371,183051,44404,-6.91,-22.18,69687,105531,2.71,5.04,5889,437,67362,6883,60,72703
(주)비아트론,141000,2022/12,192728,125410,195453,126617,40.32,41.17,24519,26034,-1.47,-1.11,4565,16197,67651,3904,15882,70975
(주)비에이치,090460,2022/12,520803,318243,1007315,487884,40.99,11.63,137521,429340,-0.42,0.15,179337,56760,448405,197378,140665,1681054
(주)비엔지티,032790,2022/12,50007,-57682,75958,-54673,39.52,31.39,6385,29473,0.34,0.26,-1426,-2774,27332,1247,-435,109791
(주)비엘,142760,2022/12,66632,-153815,148417,-158731,13.88,4.58,22783,81096,6.54,3.81,-8571,-28277,22004,-20602,-33739,100413
(주)비엘팜텍,065170,2022/12,62862,-101573,103687,-95790,-11.5,-15.79,25194,62604,7.42,3.66,-12212,-22641,21417,-10998,-13649,80593
(주)비엠티,086670,2022/12,234626,63328,237902,64691,19.4,18.98,128795,131539,1.37,1.4,-1616,15784,141441,-2185,14916,142090
(주)비올,335890,2022/12,44566,23304,44538,22827,81.01,80.57,5152,5601,-1,-0.98,11831,11948,31108,11229,11473,31108
(주)비즈니스온커뮤니케이션,138580,2022/12,85851,55798,96053,57396,3.15,10.7,21359,26189,-21.89,1.07,12375,11963,20033,10004,11782,43914
(주)비지에프에코머티리얼즈,126600,2022/12,319346,91127,352144,111429,33.65,38.45,134534,150199,0.33,0.41,-9233,17265,179669,-10103,28880,263302
(주)비츠로셀,082920,2022/12,235342,159810,237182,161058,40.13,40.56,51009,51477,0.51,0.51,26563,22700,139049,26499,23112,140981
(주)비츠로시스,054220,2022/03,21445,-166335,,,40.4,,7368,,-8.64,,8919,5323,16798,,,
(주)비츠로테크,042370,2022/12,124396,24629,514117,128397,10.57,31.05,15452,180416,-12.94,0.57,4218,396,9641,51722,19495,347689
(주)비케이홀딩스,050090,2022/12,28957,-72841,,,58.17,,6712,,-2.17,,-1836,-3057,17289,,,
(주)비투엔,307870,2022/12,39690,2593,,,27.56,,22514,,2.22,,-212,-2216,27083,,,
(주)비트나인,357880,2022/12,63907,-34471,72099,-28613,45.06,50.19,36330,37313,3.37,2.09,-467,-5349,12424,2891,-529,19175
(주)비트컴퓨터,032850,2022/12,73421,43097,74284,42747,24.15,28.57,10775,11158,-0.94,-0.52,5891,4814,33048,6172,4925,35135
(주)비피도,238200,2022/12,55154,25985,54937,25504,39.67,39.97,2188,2448,-4.6,-4.33,1556,1854,13756,1876,1546,14579
(주)빅솔론,093190,2022/12,200157,177887,243614,182249,49.32,45.1,27768,37948,-0.93,-0.94,12968,9565,115448,16169,10282,134894
(주)빅텍,065450,2022/12,96212,26139,,,35.59,,35168,,0.07,,15785,-232,74375,,,
(주)사람인에이치알,143240,2022/12,202231,131503,210172,135353,13.81,15.79,32311,37566,-1.14,-0.64,36749,31430,113536,37467,29267,148935
(주)산돌,419120,2022/12,65979,12192,67074,12976,48.57,48.67,10795,11014,-0.4,-0.37,7890,8833,17544,7645,9435,18350
(주)삼기,122350,2022/12,404392,49237,478981,27249,-14.38,-6.08,295634,358365,1.06,1.35,50199,-37397,470225,42397,-27608,524145
(주)삼기이브이,419050,2022/12,92592,8343,,,27.43,,48656,,1.14,,3959,7984,107030,,,
(주)삼보판지,023600,2022/12,314178,232991,709406,492512,10.51,20.84,64430,153503,0,-0.01,18693,12460,264308,72680,63515,582011
(주)삼양옵틱스,225190,2022/12,50175,25590,50214,24651,42.67,42.87,13267,13676,0.07,0.07,12336,8419,54947,12180,8258,54947
(주)삼영에스앤씨,361670,2022/12,28357,1687,,,78.93,,3173,,-1.96,,-83,-1026,13638,,,
(주)삼일,032280,2022/12,101557,28095,,,-19.83,,41463,,0.96,,1520,1232,91979,,,
(주)삼일기업공사,002290,2022/12,73923,56759,,,75.34,,10964,,-1.58,,11080,2495,63622,,,
(주)삼진,032750,2022/12,92196,82396,115196,87605,38.61,43.16,6210,22550,-0.46,0.08,-13768,3567,144548,-8034,1888,155139
(주)삼진엘앤디,054090,2022/12,151594,23738,203606,26518,11.3,14.95,64721,110665,-0.04,0.85,-1525,-59,113031,-4806,-1613,256482
(주)삼표시멘트,038500,2022/12,1228070,363681,1452791,409856,2.35,-0.46,588237,765292,2.36,3.09,49524,17562,673292,80929,30183,721116
(주)삼화네트웍스,046390,2022/12,81064,23972,83269,24895,32.02,33.59,24120,25394,0.36,0.45,2251,13841,61114,8024,13848,82311
(주)상보,027580,2022/12,114661,7076,112273,5090,25.86,26.46,46302,46594,1.67,1.69,3387,3051,67954,614,8787,67412
(주)상상인,038540,2022/12,314446,176764,6302067,674357,-7.24,51.82,87120,5452932,-0.41,0.56,3393,-10187,67957,62570,42251,764621
(주)상상인인더스트리,101000,2022/12,54176,-66039,54176,-66039,-29.24,-29.21,43162,43162,1.66,1.66,-10359,-13870,74429,-10366,-13870,74429
(주)상아프론테크,089980,2022/12,284859,107520,335959,107980,12.66,7.34,100182,150973,1.64,2.48,10275,7339,147685,15607,7426,181156
(주)상지카일룸,042940,2022/12,116379,-69254,223235,-91023,5.98,12,37391,165515,-1.88,7.7,-10248,-8616,32246,5151,-12268,50350
(주)새로닉스,042600,2022/12,135566,44767,348243,184810,-35.11,-7.3,80596,143874,3.5,1.58,-4375,-745,73231,848,91689,218667
(주)새빗켐,107600,2022/12,89592,19776,,,65.42,,26447,,-0.59,,4337,7701,48126,,,
(주)샌즈랩,411080,2022/12,9776,196,,,-3.03,,7778,,-0.01,,3534,2155,9300,,,
(주)샘씨엔에스,252990,2022/12,200265,32599,,,46.94,,88308,,-2.35,,16968,15138,50119,,,
(주)샤페론,378800,2022/12,35151,-89393,,,84.93,,5871,,-18.69,,-7952,-10673,2000,,,
(주)서남,294630,2022/12,17663,-57186,,,1.52,,9758,,4.43,,-3331,-2115,6365,,,
(주)서린바이오사이언스,038070,2022/12,128194,66387,134869,67858,30.62,29.88,45850,46701,0.67,0.63,-4067,9182,97970,-4356,9977,102406
(주)서부티엔디,006730,2022/12,1734745,425390,2065713,439800,-29.15,-31.28,1088222,1248905,16.23,23.87,29509,14725,128986,38690,25411,135281
(주)서산,079650,2022/12,42720,37621,111631,66516,66.58,64.8,2723,6872,-2.51,-2.83,-944,1125,21421,-1656,1260,49163
(주)서연탑메탈,019770,2022/12,132998,63840,132449,61892,24.02,23.47,54558,55438,0.42,0.42,12214,3346,163451,11748,2557,164178
(주)서울리거,043710,2022/12,34574,-24060,38164,-27281,55.41,53.46,1818,8061,-0.78,-1.87,-8248,-3766,8305,-8482,-6385,10107
(주)서울옥션,063170,2022/12,182408,30435,194341,42784,35.53,40.44,72039,70175,3.13,3.06,-28261,4789,53986,-27212,4542,55137
(주)서울제약,018680,2022/12,62428,-19414,,,19.42,,27006,,1.6,,-78,855,50057,,,
(주)서원인텍,093920,2022/12,195272,161735,239069,178458,76.56,64.91,13732,41355,-1.66,-0.63,21920,15163,109630,17916,23199,316790
(주)서전기전,189860,2022/12,51010,24492,,,8.26,,16915,,0.42,,-3824,-3193,50705,,,
(주)서진시스템,178320,2022/12,739754,32142,1384814,136810,-17.09,4.74,344413,845244,2.02,3.61,42389,27563,93254,24177,1611,787599
(주)서진오토모티브,122690,2022/12,205251,8422,1047178,28443,-12.02,-15.38,143319,834666,2.38,0.73,4871,720,161943,90771,23455,2093668
(주)서플러스글로벌,140070,2022/12,309571,147654,368350,153705,29.39,27.82,130931,181848,1.68,1.59,15708,22731,208694,19062,25823,234921
(주)서한,011370,2022/12,1037165,349026,1047808,348813,43.84,41.75,640625,651482,0.24,0.26,-158967,39573,735786,-167244,39359,730033
(주)서희건설,035890,2022/12,1518326,568907,1616044,530384,23.7,19.52,727581,860192,-0.89,-0.24,167458,99284,1407701,151135,100105,1437669
(주)석경에이티,357550,2022/12,33064,14919,33287,15137,43.14,43.46,3557,3574,-0.24,-0.24,5425,4232,12255,5496,4293,12346
(주)선광,003100,2022/12,406081,293080,634632,269943,2.01,2.74,64920,293047,-1.05,5.44,23330,2720,91131,50672,14691,172141
(주)선익시스템,171090,2022/12,123837,28765,124870,28731,29.95,30.25,44501,45568,0.15,0.16,-13056,-3626,72633,-12380,-3236,74053
(주)성광벤드,014620,2022/12,498049,444039,527114,466979,43.39,43.7,45635,55371,-0.51,-0.38,17940,24977,215944,21425,39245,244026
(주)성도이엔지,037350,2022/12,370782,176593,501601,230857,12.72,24.98,169892,245393,-0.41,-0.25,19360,7834,589697,2081,733,705803
(주)성우하이텍,015750,2022/12,1943405,1011977,3664171,1055502,7.3,-7.74,822769,2213560,0.95,0.97,60582,80695,1583240,199961,38511,3977035
(주)성창오토텍,080470,2022/12,81866,33329,123879,33397,17.96,1.59,36736,74973,-0.35,0.31,6407,3500,103540,13054,2582,184785
(주)세경하이테크,148150,2022/12,169660,109198,208800,131031,59.81,19.63,20864,34614,2.09,0.6,-582,12614,53620,47345,16523,260647
(주)세동,053060,2022/12,91576,-22223,109635,-5229,-13.82,-8.29,77669,81156,1.4,1.55,19156,4422,147727,19880,12370,156051
(주)세림비앤지,340440,2022/12,45795,9323,,,24.02,,16580,,0.14,,4249,2198,52526,,,
(주)세보엠이씨,011560,2022/12,439839,176386,441893,178649,28.01,28.37,258457,258524,0.08,0.07,-14236,24685,1031905,-14511,23596,1031969
(주)세아메카닉스,396300,2022/12,78967,41916,,,29.48,,15217,,-0.41,,4789,3828,87639,,,
(주)세운메디칼,100700,2022/12,130833,115169,132479,115169,56.13,64.08,7827,7455,-1.28,-1.17,8513,10406,58837,9279,10639,60116
(주)세원물산,024830,2022/12,310570,216059,,,24.71,,67255,,-0.62,,35402,16276,171134,,,
(주)세종메디칼,258830,2022/12,138200,-70422,,,-50.14,,111531,,24.56,,-429,-92107,16083,,,
(주)세중,039310,2022/12,118893,29458,129736,29750,38.88,36.74,30467,41018,-1.2,-1.2,1658,3394,42126,914,3684,42124
(주)세진티에스,067770,2022/12,44129,26202,46934,25564,65.69,68.29,978,1939,-5.29,-3.16,1768,1127,9585,2274,-641,16525
(주)세코닉스,053450,2022/12,233496,21455,302346,46676,-3.3,-2.66,152206,191944,0.92,1.02,26525,-1463,409033,34588,-2164,479616
(주)세토피아,222810,2022/12,51424,-78642,74189,-77364,-8.69,-6.07,22015,44914,38.05,2.73,-3426,-39506,6624,-7046,-40700,116535
(주)세화피앤씨,252500,2022/12,40717,18595,,,64.5,,3573,,-0.31,,1988,1320,37919,,,
(주)센코,347000,2022/12,73319,-1328,76784,-1477,18.81,19.34,30227,33208,3.56,3.2,3034,1617,35018,2861,848,40803
(주)셀레믹스,331920,2022/12,22211,-48646,,,58.38,,3622,,-7.61,,-4150,-4797,8729,,,
(주)셀루메드,049180,2022/12,72334,-77263,93256,-72188,13.59,33.94,21769,38127,3.88,1.49,-1171,-6703,27360,-8287,-5387,122085
(주)셀리드,299660,2022/12,45857,-41036,,,0.96,,23419,,140.08,,-12216,-22865,480,,,
(주)셀리버리,268600,2022/12,43357,-202811,84705,-190605,-42.4,-30.18,47606,74250,309.1,22.93,-25835,-87473,1425,-56381,-75159,23158
(주)셀바스에이아이,108860,2022/12,81290,2974,106580,-28020,17.42,26.09,22318,35044,1.78,1.57,5034,3336,23491,5084,7726,50869
(주)셀바스헬스케어,208370,2022/12,44604,-15060,45107,-15423,27.8,30.61,11803,12213,1.4,1.38,-41,2545,25953,51,2650,27686
(주)셀트리온제약,068760,2022/12,599725,91199,,,16.66,,242938,,1.33,,-4046,25960,386040,,,
(주)셀트리온헬스케어,091990,2022/12,3840669,721775,4454599,816753,49.58,45.59,1785898,2392807,-1.21,0.3,157701,37780,1452704,202119,147179,1972188
(주)셀피글로벌,068940,2022/12,41427,-269,43562,-394,19.7,31.91,15770,17904,1.86,1.74,1378,10021,34258,-5037,9961,37886
(주)소룩스,290690,2022/12,68411,22899,,,8.47,,25071,,-0.23,,15676,-4331,55896,,,
(주)소마젠,950200,2022/12,49203,-66846,,,37.92,,13520,,0.33,,-289,-1048,43374,,,
(주)소프트센,032680,2022/12,95028,14312,122130,17294,2.49,30.63,31085,43205,4.54,1.97,-584,10395,32431,1434,11587,73373
(주)손오공,066910,2022/12,40321,-59867,52416,-55366,20.43,3.16,25990,33584,2.7,2.8,297,-7698,63435,374,-7646,66683
(주)솔고바이오메디칼,043100,2022/12,43157,-13094,53891,-7948,24.11,30.41,19446,24420,3.03,2.81,-2644,-9918,14775,-5463,-7765,23396
(주)솔루에타,154040,2022/12,98534,16064,151356,21521,-27.03,-12.38,70226,111229,13.39,4.17,8689,1547,46036,16674,4025,157872
(주)솔본,035610,2022/12,135655,2231,220672,552,0.76,39.95,5937,38247,-12.69,-1.18,501,-41365,3307,14837,-41917,93816
(주)솔트룩스,304100,2022/12,77197,-13644,78705,-14978,13.77,19.61,32188,33776,2.97,2.2,-3446,-9261,23342,-2027,-9364,30314
(주)쇼박스,086980,2022/12,162938,67289,163179,67547,45.23,45.35,28009,28014,-1.01,-1.01,-20984,-2378,56627,-21271,-2125,56684
(주)수산아이앤티,050960,2022/12,85383,50323,94842,49494,26.44,18.25,3571,12767,-1.71,-0.7,5853,3045,21816,4183,1175,25563
