,회사명,거래소코드,회계년도,내수변화,수출변화,생산변화
48431,(주)에스엠라이프디자인그룹,63440,2013/12,+,-,-
48446,(주)에스엠라이프디자인그룹,63440,2014/12,+,-,+
48450,(주)에스엠라이프디자인그룹,63440,2015/12,-,-,-
48516,(주)에스엠라이프디자인그룹,63440,2016/12,-,+,-
48523,(주)에스엠라이프디자인그룹,63440,2017/12,+,+,+
48567,(주)에스엠라이프디자인그룹,63440,2018/12,-,-,-
48577,(주)에스엠라이프디자인그룹,63440,2019/12,+,0,+
48586,(주)에스엠라이프디자인그룹,63440,2020/12,-,0,-
48595,(주)에스엠라이프디자인그룹,63440,2021/12,+,+,+
48607,(주)에스엠엔터테인먼트,41510,2011/12,0,0,0
48613,(주)에스엠엔터테인먼트,41510,2012/12,+,+,+
48620,(주)에스엠엔터테인먼트,41510,2013/12,+,-,-
48623,(주)에스엠엔터테인먼트,41510,2014/12,+,-,+
48628,(주)에스엠엔터테인먼트,41510,2015/12,+,+,+
48639,(주)에스엠엔터테인먼트,41510,2016/12,+,-,+
48643,(주)에스엠엔터테인먼트,41510,2017/12,+,-,+
48648,(주)에스엠엔터테인먼트,41510,2018/12,+,+,+
48652,(주)에스엠엔터테인먼트,41510,2019/12,+,+,+
48665,(주)에스엠엔터테인먼트,41510,2020/12,-,-,-
48670,(주)에스엠엔터테인먼트,41510,2021/12,+,+,+
48682,(주)에스엠컬처앤콘텐츠,48550,2011/12,0,0,0
48686,(주)에스엠컬처앤콘텐츠,48550,2012/12,+,0,+
48693,(주)에스엠컬처앤콘텐츠,48550,2013/12,-,0,-
48707,(주)에스엠컬처앤콘텐츠,48550,2014/12,+,+,+
48709,(주)에스엠컬처앤콘텐츠,48550,2015/12,+,+,+
48714,(주)에스엠컬처앤콘텐츠,48550,2016/12,+,+,+
48722,(주)에스엠컬처앤콘텐츠,48550,2017/12,+,-,-
48727,(주)에스엠컬처앤콘텐츠,48550,2018/12,+,+,+
48728,(주)에스엠컬처앤콘텐츠,48550,2019/12,-,-,-
48737,(주)에스엠컬처앤콘텐츠,48550,2020/12,-,-,-
48761,(주)에스엠컬처앤콘텐츠,48550,2021/12,+,+,+
48765,(주)에스엠코어,7820,2011/12,0,0,0
48767,(주)에스엠코어,7820,2012/12,+,+,+
48771,(주)에스엠코어,7820,2013/12,+,-,-
48772,(주)에스엠코어,7820,2014/12,-,+,+
48775,(주)에스엠코어,7820,2015/12,-,-,-
48779,(주)에스엠코어,7820,2016/12,+,-,-
48783,(주)에스엠코어,7820,2017/12,-,+,+
48784,(주)에스엠코어,7820,2018/12,+,+,+
48789,(주)에스엠코어,7820,2019/12,+,+,+
48791,(주)에스엠코어,7820,2020/12,+,-,-
48800,(주)에스엠코어,7820,2021/12,-,-,-
48809,(주)에스와이제이,251540,2017/12,0,0,0
48824,(주)에스제이그룹,306040,2019/12,0,0,0
48826,(주)에스제이그룹,306040,2020/12,-,+,-
48829,(주)에스제이그룹,306040,2021/12,+,+,+
48834,(주)에스제이케이,80440,2011/12,0,0,0
48881,(주)에스제이케이,80440,2012/12,+,-,+
48906,(주)에스제이케이,80440,2013/12,-,+,-
48938,(주)에스제이케이,80440,2014/12,-,-,-
48971,(주)에스제이케이,80440,2015/12,-,-,-
48978,(주)에스제이케이,80440,2016/12,-,-,-
48981,(주)에스제이케이,80440,2017/12,-,-,-
48985,(주)에스제이케이,80440,2018/12,+,-,-
49012,(주)에스제이케이,80440,2019/12,-,-,-
49017,(주)에스지엔지,40610,2012/12,0,0,0
49026,(주)에스지엔지,40610,2013/12,+,+,+
49046,(주)에스지엔지,40610,2014/12,-,-,-
49058,(주)에스지엔지,40610,2015/12,+,-,-
49063,(주)에스지엔지,40610,2016/12,+,-,+
49073,(주)에스지엔지,40610,2017/12,-,+,+
49082,(주)에스지엔지,40610,2018/12,-,+,-
49085,(주)에스지엔지,40610,2019/12,-,-,-
49204,(주)에스지엔지,40610,2020/12,-,-,-
49331,(주)에스지엔지,40610,2021/12,-,-,-
49333,(주)에스코넥,96630,2011/12,0,0,0
49385,(주)에스코넥,96630,2012/12,+,+,+
49424,(주)에스코넥,96630,2013/12,-,+,-
49503,(주)에스코넥,96630,2014/12,-,-,-
49582,(주)에스코넥,96630,2015/12,-,+,+
49588,(주)에스코넥,96630,2016/12,-,+,-
49596,(주)에스코넥,96630,2017/12,+,-,-
49599,(주)에스코넥,96630,2018/12,+,+,+
49607,(주)에스코넥,96630,2019/12,-,-,-
49613,(주)에스코넥,96630,2020/12,-,-,-
49624,(주)에스코넥,96630,2021/12,+,-,-
49643,(주)에스텍파마,41910,2011/12,0,0,0
49654,(주)에스텍파마,41910,2012/12,+,+,+
49664,(주)에스텍파마,41910,2013/12,+,-,-
49676,(주)에스텍파마,41910,2014/12,+,-,+
49774,(주)에스텍파마,41910,2015/12,-,+,-
49783,(주)에스텍파마,41910,2016/12,+,-,+
49791,(주)에스텍파마,41910,2017/12,-,-,-
49805,(주)에스텍파마,41910,2018/12,+,-,+
49900,(주)에스텍파마,41910,2019/12,+,+,+
49915,(주)에스텍파마,41910,2020/12,+,+,+
49923,(주)에스텍파마,41910,2021/12,+,-,+
49931,(주)에스티아이,39440,2011/12,0,0,0
49935,(주)에스티아이,39440,2012/12,-,+,-
49941,(주)에스티아이,39440,2013/12,-,+,+
49943,(주)에스티아이,39440,2014/12,+,-,+
49949,(주)에스티아이,39440,2015/12,-,+,+
49957,(주)에스티아이,39440,2016/12,+,+,+
49961,(주)에스티아이,39440,2017/12,+,+,+
49967,(주)에스티아이,39440,2018/12,-,+,-
49972,(주)에스티아이,39440,2019/12,+,-,+
49977,(주)에스티아이,39440,2020/12,-,-,-
49982,(주)에스티아이,39440,2021/12,-,+,+
49983,(주)에스티오,98660,2011/12,0,0,0
49994,(주)에스티오,98660,2012/12,-,+,-
50013,(주)에스티오,98660,2013/12,-,+,-
50015,(주)에스티오,98660,2014/12,+,-,+
50025,(주)에스티오,98660,2015/12,+,-,+
50036,(주)에스티오,98660,2016/12,-,-,-
50047,(주)에스티오,98660,2017/12,+,+,+
50057,(주)에스티오,98660,2018/12,-,-,-
50062,(주)에스티오,98660,2019/12,-,-,-
50066,(주)에스티오,98660,2020/12,-,0,-
50078,(주)에스티오,98660,2021/12,-,0,-
50086,(주)에스티큐브,52020,2011/12,0,0,0
50088,(주)에스티큐브,52020,2012/12,+,0,+
50096,(주)에스티큐브,52020,2013/12,-,0,-
50097,(주)에스티큐브,52020,2014/12,-,0,-
50133,(주)에스티큐브,52020,2015/12,-,0,-
50145,(주)에스티큐브,52020,2016/12,+,0,+
50152,(주)에스티큐브,52020,2017/12,-,0,-
50168,(주)에스티큐브,52020,2018/12,+,+,+
50177,(주)에스티큐브,52020,2019/12,+,-,+
50195,(주)에스티큐브,52020,2020/12,-,0,-
50210,(주)에스티큐브,52020,2021/12,-,0,-
50215,(주)에스폴리텍,50760,2011/12,0,0,0
50216,(주)에스폴리텍,50760,2012/12,-,0,-
50220,(주)에스폴리텍,50760,2013/12,-,0,-
50222,(주)에스폴리텍,50760,2014/12,0,0,0
50225,(주)에스폴리텍,50760,2015/12,0,0,0
50230,(주)에스폴리텍,50760,2016/12,0,0,0
50231,(주)에스폴리텍,50760,2017/12,+,+,+
50233,(주)에스폴리텍,50760,2018/12,+,+,+
50236,(주)에스폴리텍,50760,2019/12,+,-,-
50237,(주)에스폴리텍,50760,2020/12,-,+,+
50240,(주)에스폴리텍,50760,2021/12,-,-,-
50250,(주)에스피시스템스,317830,2019/12,0,0,0
50251,(주)에스피시스템스,317830,2020/12,+,-,-
50256,(주)에스피시스템스,317830,2021/12,+,-,+
50261,(주)에스피지,58610,2011/12,0,0,0
50303,(주)에스피지,58610,2012/12,+,-,+
50320,(주)에스피지,58610,2013/12,-,0,-
50346,(주)에스피지,58610,2014/12,0,0,0
50369,(주)에스피지,58610,2015/12,0,0,0
50405,(주)에스피지,58610,2016/12,0,0,0
50442,(주)에스피지,58610,2017/12,0,0,0
50463,(주)에스피지,58610,2018/12,0,0,0
50486,(주)에스피지,58610,2019/12,0,0,0
50510,(주)에스피지,58610,2020/12,0,0,0
50536,(주)에스피지,58610,2021/12,0,0,0
50541,(주)에쎈테크,43340,2011/12,0,0,0
50544,(주)에쎈테크,43340,2012/12,-,+,-
50547,(주)에쎈테크,43340,2013/12,+,+,+
50553,(주)에쎈테크,43340,2014/12,-,-,-
50556,(주)에쎈테크,43340,2015/12,-,-,-
50562,(주)에쎈테크,43340,2016/12,+,-,+
50565,(주)에쎈테크,43340,2017/12,+,-,-
50570,(주)에쎈테크,43340,2018/12,-,+,-
50572,(주)에쎈테크,43340,2019/12,-,-,-
50578,(주)에쎈테크,43340,2020/12,-,+,-
50580,(주)에쎈테크,43340,2021/12,+,+,+
50583,(주)에이디모터스,38120,2011/12,0,0,0
50659,(주)에이디칩스,54630,2011/12,0,0,0
50735,(주)에이디칩스,54630,2012/12,-,-,-
50816,(주)에이디칩스,54630,2013/12,+,-,-
50912,(주)에이디칩스,54630,2014/12,-,-,-
50918,(주)에이디칩스,54630,2015/12,-,-,-
50926,(주)에이디칩스,54630,2016/12,+,-,+
50939,(주)에이디칩스,54630,2017/12,-,-,-
50944,(주)에이디칩스,54630,2018/12,-,-,-
50951,(주)에이디칩스,54630,2019/12,+,+,+
50956,(주)에이디칩스,54630,2020/12,+,-,+
50964,(주)에이디칩스,54630,2021/12,+,-,+
50971,(주)에이디테크놀로지,200710,2014/12,0,0,0
50974,(주)에이디테크놀로지,200710,2015/12,-,0,-
50975,(주)에이디테크놀로지,200710,2016/12,0,0,0
50978,(주)에이디테크놀로지,200710,2017/12,0,0,0
50990,(주)에이디테크놀로지,200710,2018/12,0,0,0
51010,(주)에이디테크놀로지,200710,2019/12,0,0,0
51018,(주)에이디테크놀로지,200710,2020/12,0,0,0
51021,(주)에이디테크놀로지,200710,2021/12,0,0,0
51026,(주)에이루트,96690,2011/12,0,0,0
51099,(주)에이루트,96690,2012/12,+,-,-
51204,(주)에이루트,96690,2013/12,+,+,+
51219,(주)에이루트,96690,2014/12,-,-,-
51228,(주)에이루트,96690,2015/12,-,+,+
51391,(주)에이루트,96690,2016/12,+,+,+
51560,(주)에이루트,96690,2018/12,-,-,-
51844,(주)에이루트,96690,2019/12,+,+,+
51855,(주)에이루트,96690,2020/12,+,-,+
51871,(주)에이루트,96690,2021/12,+,+,+
51880,(주)에이비프로바이오,195990,2015/12,0,0,0
51884,(주)에이비프로바이오,195990,2016/12,-,-,-
51887,(주)에이비프로바이오,195990,2017/12,-,-,-
51890,(주)에이비프로바이오,195990,2018/12,+,-,-
51891,(주)에이비프로바이오,195990,2019/12,-,-,-
51895,(주)에이비프로바이오,195990,2020/12,+,+,+
51899,(주)에이비프로바이오,195990,2021/12,-,-,-
51905,(주)에이스침대,3800,2011/12,0,0,0
51907,(주)에이스침대,3800,2012/12,-,-,-
51910,(주)에이스침대,3800,2013/12,-,+,-
51915,(주)에이스침대,3800,2014/12,+,-,+
51918,(주)에이스침대,3800,2015/12,+,-,+
51922,(주)에이스침대,3800,2016/12,+,-,+
51929,(주)에이스침대,3800,2017/12,+,+,+
51931,(주)에이스침대,3800,2018/12,+,-,+
51937,(주)에이스침대,3800,2019/12,+,-,+
51939,(주)에이스침대,3800,2020/12,+,-,+
51942,(주)에이스침대,3800,2021/12,+,-,+
51954,(주)에이스테크놀로지,88800,2011/12,0,0,0
51961,(주)에이스테크놀로지,88800,2012/12,+,+,+
51966,(주)에이스테크놀로지,88800,2013/12,+,+,+
51974,(주)에이스테크놀로지,88800,2014/12,-,+,+
51977,(주)에이스테크놀로지,88800,2015/12,-,+,-
51982,(주)에이스테크놀로지,88800,2016/12,-,-,-
51989,(주)에이스테크놀로지,88800,2017/12,+,+,+
51997,(주)에이스테크놀로지,88800,2018/12,-,+,+
52002,(주)에이스테크놀로지,88800,2019/12,+,-,+
52009,(주)에이스테크놀로지,88800,2020/12,-,-,-
52013,(주)에이스테크놀로지,88800,2021/12,-,+,+
52023,(주)에이스토리,241840,2019/12,0,0,0
52027,(주)에이스토리,241840,2020/12,+,-,-
52039,(주)에이스토리,241840,2021/12,+,+,+
52049,(주)에이제이에스,13340,2011/12,0,0,0
52050,(주)에이제이에스,13340,2012/12,-,+,-
52059,(주)에이치디,102210,2011/12,0,0,0
52060,(주)에이치디,102210,2012/12,-,+,+
52063,(주)에이치디,102210,2013/12,-,+,-
52065,(주)에이치디,102210,2014/12,+,-,+
52071,(주)에이치디,102210,2015/12,+,-,+
52077,(주)에이치디,102210,2016/12,-,-,-
52082,(주)에이치디,102210,2017/12,0,0,0
52089,(주)에이치디,102210,2018/12,0,0,0
52093,(주)에이치디,102210,2019/12,0,0,0
52097,(주)에이치디,102210,2020/12,0,0,0
52099,(주)에이치비테크놀러지,78150,2011/12,0,0,0
52102,(주)에이치비테크놀러지,78150,2012/12,-,-,-
52109,(주)에이치비테크놀러지,78150,2013/12,+,+,+
52113,(주)에이치비테크놀러지,78150,2014/12,-,+,-
52119,(주)에이치비테크놀러지,78150,2015/12,+,+,+
52124,(주)에이치비테크놀러지,78150,2016/12,+,+,+
52128,(주)에이치비테크놀러지,78150,2017/12,+,-,+
52134,(주)에이치비테크놀러지,78150,2018/12,-,+,-
52139,(주)에이치비테크놀러지,78150,2019/12,+,-,+
52144,(주)에이치비테크놀러지,78150,2020/12,+,-,-
52148,(주)에이치비테크놀러지,78150,2021/12,-,-,-
52159,(주)에이치시티,72990,2016/12,0,0,0
52163,(주)에이치시티,72990,2017/12,-,+,+
52167,(주)에이치시티,72990,2018/12,+,+,+
52168,(주)에이치시티,72990,2019/12,+,+,+
52172,(주)에이치시티,72990,2020/12,+,-,+
52176,(주)에이치시티,72990,2021/12,+,+,+
52177,(주)에이치알에스,36640,2011/12,0,0,0
52183,(주)에이치알에스,36640,2012/12,+,+,+
52189,(주)에이치알에스,36640,2013/12,-,-,-
52194,(주)에이치알에스,36640,2014/12,+,-,+
52199,(주)에이치알에스,36640,2015/12,+,+,+
52204,(주)에이치알에스,36640,2016/12,-,-,-
52212,(주)에이치알에스,36640,2017/12,+,+,+
52218,(주)에이치알에스,36640,2018/12,+,+,+
52222,(주)에이치알에스,36640,2019/12,-,-,-
52228,(주)에이치알에스,36640,2020/12,+,-,+
52233,(주)에이치알에스,36640,2021/12,+,+,+
52236,(주)에이치앤비디자인,227100,2018/12,0,0,0
52240,(주)에이치앤비디자인,227100,2019/12,0,0,0
52241,(주)에이치앤비디자인,227100,2020/12,0,0,0
52246,(주)에이치앤비디자인,227100,2021/12,0,0,0
52256,(주)에이치앤아이,103650,2013/12,0,0,0
52274,(주)에이치앤아이,103650,2014/12,+,-,+
52282,(주)에이치앤아이,103650,2015/12,-,-,-
52307,(주)에이치엘사이언스,239610,2016/12,0,0,0
52313,(주)에이치엘사이언스,239610,2017/12,-,-,-
52315,(주)에이치엘사이언스,239610,2018/12,0,0,0
52327,(주)에이치엘사이언스,239610,2019/12,0,0,0
52335,(주)에이치엘사이언스,239610,2020/12,0,0,0
52340,(주)에이치엘사이언스,239610,2021/12,0,0,0
52357,(주)에이치케이,44780,2011/12,0,0,0
52370,(주)에이치케이,44780,2012/12,+,-,+
52376,(주)에이치케이,44780,2013/12,+,-,-
52379,(주)에이치케이,44780,2014/12,-,+,+
52382,(주)에이치케이,44780,2015/12,-,+,+
52389,(주)에이치케이,44780,2016/12,+,+,+
52393,(주)에이치케이,44780,2017/12,+,-,-
52397,(주)에이치케이,44780,2018/12,-,+,-
52398,(주)에이치케이,44780,2019/12,-,+,-
52402,(주)에이치케이,44780,2020/12,+,-,+
52409,(주)에이치케이,44780,2021/12,+,+,+
52427,(주)에이치피오,357230,2021/12,0,0,0
52433,(주)에이텍,45660,2011/12,0,0,0
52438,(주)에이텍,45660,2012/12,+,+,+
52449,(주)에이텍,45660,2013/12,+,-,+
52466,(주)에이텍,45660,2014/12,+,+,+
52478,(주)에이텍,45660,2015/12,-,-,-
52493,(주)에이텍,45660,2016/12,+,-,+
52500,(주)에이텍,45660,2017/12,-,-,-
52503,(주)에이텍,45660,2018/12,-,0,-
52516,(주)에이텍,45660,2019/12,+,+,+
52529,(주)에이텍,45660,2020/12,-,-,-
52538,(주)에이텍,45660,2021/12,-,0,-
52539,(주)에이텍티앤,224110,2015/12,0,0,0
52545,(주)에이텍티앤,224110,2016/12,+,-,+
52575,(주)에이텍티앤,224110,2017/12,+,+,+
52580,(주)에이텍티앤,224110,2018/12,+,+,+
52587,(주)에이텍티앤,224110,2019/12,+,-,+
52595,(주)에이텍티앤,224110,2020/12,-,-,-
52602,(주)에이텍티앤,224110,2021/12,-,+,+
52609,(주)에이트원,230980,2016/12,0,0,0
52627,(주)에이트원,230980,2017/12,+,-,-
52631,(주)에이트원,230980,2018/12,+,0,+
52633,(주)에이트원,230980,2019/12,-,0,-
52637,(주)에이트원,230980,2020/12,-,0,-
52640,(주)에이트원,230980,2021/12,+,0,+
52645,(주)에이티세미콘,89530,2011/12,0,0,0
52650,(주)에이티세미콘,89530,2012/12,-,-,-
52652,(주)에이티세미콘,89530,2013/12,-,-,-
52655,(주)에이티세미콘,89530,2014/12,-,+,+
52661,(주)에이티세미콘,89530,2015/12,-,-,-
52662,(주)에이티세미콘,89530,2016/12,-,-,-
52669,(주)에이티세미콘,89530,2017/12,+,+,+
52673,(주)에이티세미콘,89530,2018/12,+,+,+
52676,(주)에이티세미콘,89530,2019/12,-,+,+
52693,(주)에이티세미콘,89530,2020/12,+,-,+
52712,(주)에이티세미콘,89530,2021/12,+,-,+
52721,(주)에이팩트,200470,2014/12,0,0,0
52725,(주)에이팩트,200470,2015/12,+,-,-
52733,(주)에이팩트,200470,2016/12,-,-,-
52736,(주)에이팩트,200470,2017/12,+,+,+
52738,(주)에이팩트,200470,2018/12,-,+,+
52740,(주)에이팩트,200470,2019/12,-,+,-
52742,(주)에이팩트,200470,2020/12,-,+,+
52744,(주)에이팩트,200470,2021/12,-,-,-
52745,(주)에이팸,73070,2011/12,0,0,0
52752,(주)에이팸,73070,2012/12,-,0,-
52753,(주)에이팸,73070,2013/12,-,0,-
52759,(주)에이팸,73070,2014/12,+,0,+
52762,(주)에이팸,73070,2015/12,+,0,+
52765,(주)에이팸,73070,2016/12,-,0,-
52769,(주)에이팸,73070,2017/12,+,0,+
52776,(주)에이팸,73070,2018/12,-,+,-
52778,(주)에이팸,73070,2019/12,-,+,-
52787,(주)에이팸,73070,2020/12,-,+,-
52792,(주)에이프로,262260,2020/12,0,0,0
52796,(주)에이프로,262260,2021/12,+,-,+
52800,(주)에이프로젠헬스케어앤게임즈,109960,2011/12,0,0,0
52819,(주)에이프로젠헬스케어앤게임즈,109960,2012/12,+,-,-
52833,(주)에이프로젠헬스케어앤게임즈,109960,2013/12,+,-,-
52849,(주)에이프로젠헬스케어앤게임즈,109960,2014/12,-,-,-
52863,(주)에이프로젠헬스케어앤게임즈,109960,2015/12,-,+,-
52866,(주)에이프로젠헬스케어앤게임즈,109960,2016/12,-,-,-
52882,(주)에이프로젠헬스케어앤게임즈,109960,2017/12,-,-,-
52890,(주)에이프로젠헬스케어앤게임즈,109960,2018/12,0,-,-
52893,(주)에이프로젠헬스케어앤게임즈,109960,2019/12,0,-,-
52902,(주)에이프로젠헬스케어앤게임즈,109960,2020/12,0,0,0
52908,(주)에이프로젠헬스케어앤게임즈,109960,2021/12,0,0,0
52918,(주)에임하이글로벌,43580,2011/12,0,0,0
52923,(주)에임하이글로벌,43580,2012/12,+,0,+
52929,(주)에임하이글로벌,43580,2013/12,+,0,+
52931,(주)에임하이글로벌,43580,2014/12,-,0,-
52934,(주)에임하이글로벌,43580,2015/12,-,0,-
52937,(주)에임하이글로벌,43580,2016/12,-,0,-
52961,(주)에임하이글로벌,43580,2017/12,-,0,-
52971,(주)에치에프알,230240,2018/12,0,0,0
52985,(주)에치에프알,230240,2019/12,+,+,+
52989,(주)에치에프알,230240,2020/12,-,-,-
52999,(주)에치에프알,230240,2021/12,+,+,+
53007,(주)에코마케팅,230360,2016/12,0,0,0
53010,(주)에코마케팅,230360,2017/12,0,0,0
53012,(주)에코마케팅,230360,2018/12,0,0,0
53023,(주)에코마케팅,230360,2019/12,0,0,0
53038,(주)에코마케팅,230360,2020/12,0,0,0
53056,(주)에코마케팅,230360,2021/12,0,0,0
53067,(주)에코앤드림,101360,2013/12,0,0,0
53072,(주)에코앤드림,101360,2014/12,-,+,-
53075,(주)에코앤드림,101360,2015/12,-,+,+
53078,(주)에코앤드림,101360,2016/12,+,+,+
53085,(주)에코앤드림,101360,2017/12,-,-,-
53092,(주)에코앤드림,101360,2018/12,+,+,+
53095,(주)에코앤드림,101360,2019/12,+,-,+
53102,(주)에코앤드림,101360,2020/12,+,+,+
53106,(주)에코앤드림,101360,2021/12,-,-,-
53112,(주)에코프로,86520,2011/12,0,0,0
53115,(주)에코프로,86520,2012/12,+,-,-
53124,(주)에코프로,86520,2013/12,-,-,-
53129,(주)에코프로,86520,2014/12,+,+,+
53139,(주)에코프로,86520,2015/12,-,+,+
53145,(주)에코프로,86520,2016/12,+,+,+
53200,(주)에코프로,86520,2017/12,+,+,+
53281,(주)에코프로,86520,2018/12,+,+,+
53335,(주)에코프로,86520,2019/12,+,-,+
53397,(주)에코프로,86520,2020/12,-,+,+
53471,(주)에코프로,86520,2021/12,-,+,+
53476,(주)에코프로비엠,247540,2018/12,0,0,0
53478,(주)에코프로비엠,247540,2019/12,+,-,+
53482,(주)에코프로비엠,247540,2020/12,-,+,+
53484,(주)에코프로비엠,247540,2021/12,-,+,+
53506,(주)에코프로에이치엔,383310,2021/12,0,0,0
53513,(주)에프알텍,73540,2011/12,0,0,0
53517,(주)에프알텍,73540,2012/12,+,+,+
53524,(주)에프알텍,73540,2013/12,-,-,-
53540,(주)에프알텍,73540,2014/12,-,0,-
53543,(주)에프알텍,73540,2015/12,+,0,+
53549,(주)에프알텍,73540,2016/12,-,+,-
53553,(주)에프알텍,73540,2017/12,+,+,+
53556,(주)에프알텍,73540,2018/12,-,+,+
53561,(주)에프알텍,73540,2019/12,+,-,+
53563,(주)에프알텍,73540,2020/12,-,-,-
53568,(주)에프알텍,73540,2021/12,-,+,-
53573,(주)에프앤가이드,64850,2013/12,0,0,0
53578,(주)에프앤가이드,64850,2014/12,-,-,-
53579,(주)에프앤가이드,64850,2015/12,+,-,+
53582,(주)에프앤가이드,64850,2016/12,+,+,+
53586,(주)에프앤가이드,64850,2017/12,+,+,+
53589,(주)에프앤가이드,64850,2018/12,+,+,+
53593,(주)에프앤가이드,64850,2019/12,+,+,+
53596,(주)에프앤가이드,64850,2020/12,+,-,-
53605,(주)에프앤가이드,64850,2021/12,+,-,+
