회사명,거래소코드,회계년도,[제조]      단기차입금(요약)(IFRS),[제조]      유동성장기부채(요약)(IFRS),[제조]      단기차입금(요약)(IFRS연결),[제조]      유동성장기부채(요약)(IFRS연결)
OCI(주),010060,2017/12,154691,449017,233096,520055
OCI(주),010060,2018/12,169487,308967,228127,477644
OCI(주),010060,2019/12,150820,210353,177630,238344
OCI(주),010060,2020/12,126559,173504,157734,381681
OCI(주),010060,2021/12,141634,199230,345380,228792
SK이노베이션(주),096770,2011/12,0,123583,2781677,1101466
SK이노베이션(주),096770,2012/12,0,483433,1538100,1766546
SK이노베이션(주),096770,2013/12,0,2134,2220863,824261
SK이노베이션(주),096770,2014/12,0,2223,3023756,1136994
SK이노베이션(주),096770,2015/12,0,11075,389338,1655394
SK이노베이션(주),096770,2016/12,0,2444,21893,1678095
SK이노베이션(주),096770,2017/12,200000,374729,242879,1272428
SK이노베이션(주),096770,2018/12,0,99946,153742,1221524
SK이노베이션(주),096770,2019/12,400000,38988,1131974,1378617
SK이노베이션(주),096770,2020/12,180000,300839,1530279,1708800
SK이노베이션(주),096770,2021/12,0,44625,864052,1830769
SNT모티브(주),064960,2011/12,21080,0,31668,0
SNT모티브(주),064960,2012/12,42229,0,52631,0
SNT모티브(주),064960,2013/12,56685,0,67285,5195
SNT모티브(주),064960,2014/12,20000,0,20000,5530
SNT모티브(주),064960,2015/12,347,0,347,0
SNT모티브(주),064960,2016/12,290,0,290,0
SNT모티브(주),064960,2017/12,0,0,0,0
SNT모티브(주),064960,2018/12,0,0,6510,0
SNT모티브(주),064960,2019/12,0,0,0,0
SNT모티브(주),064960,2020/12,0,0,0,0
SNT모티브(주),064960,2021/12,0,0,0,0
SNT중공업(주),003570,2011/12,0,0,32079,634
SNT중공업(주),003570,2012/12,0,0,8844,5704
SNT중공업(주),003570,2013/12,0,0,7116,226
SNT중공업(주),003570,2014/12,0,0,7084,240
SNT중공업(주),003570,2015/12,0,0,6600,251
SNT중공업(주),003570,2016/12,0,0,6600,240
SNT중공업(주),003570,2017/12,0,0,6520,0
SNT중공업(주),003570,2018/12,0,0,6460,0
SNT중공업(주),003570,2019/12,0,0,0,0
SNT중공업(주),003570,2020/12,0,0,0,0
SNT중공업(주),003570,2021/12,0,0,0,0
STX엔진(주),077970,2011/12,357849,209887,764635,295784
STX엔진(주),077970,2012/12,410252,58488,423499,122530
STX엔진(주),077970,2013/12,102891,227329,102891,258261
STX엔진(주),077970,2014/12,106837,0,106837,0
STX엔진(주),077970,2015/12,148031,0,,
STX엔진(주),077970,2016/12,439818,0,124096,315722
STX엔진(주),077970,2017/12,412613,0,412613,0
STX엔진(주),077970,2018/12,123410,0,123410,0
STX엔진(주),077970,2019/12,119021,1900,119021,2496
STX엔진(주),077970,2020/12,101517,162501,101517,163005
STX엔진(주),077970,2021/12,257874,1318,257874,1793
STX조선해양(주),067250,2011/12,745346,505256,2274758,904012
STX조선해양(주),067250,2012/12,1123598,543281,2262382,966628
STX조선해양(주),067250,2013/12,175367,395239,1127377,682276
STX중공업(주),071970,2011/12,406786,19500,406786,19500
STX중공업(주),071970,2012/12,393227,15000,393227,17500
STX중공업(주),071970,2013/12,91536,44927,90972,44962
STX중공업(주),071970,2014/12,86868,10919,86329,12562
STX중공업(주),071970,2015/12,121594,914,121594,0
STX중공업(주),071970,2016/12,116607,673421,116607,674479
STX중공업(주),071970,2017/12,19251,103718,19251,103707
STX중공업(주),071970,2018/12,0,131444,0,131418
STX중공업(주),071970,2019/12,64000,15971,64000,15971
STX중공업(주),071970,2020/12,67857,80554,67857,101684
STX중공업(주),071970,2021/12,78390,44802,78390,66094
가온전선(주),000500,2011/12,39450,30000,40149,30000
가온전선(주),000500,2012/12,45230,29954,46253,29954
가온전선(주),000500,2013/12,24067,29432,29090,29432
가온전선(주),000500,2014/12,6906,30015,22906,30132
가온전선(주),000500,2015/12,13421,45047,13421,45168
가온전선(주),000500,2016/12,12184,23306,14366,23432
가온전선(주),000500,2017/12,4847,30068,5678,45189
가온전선(주),000500,2018/12,7444,0,7847,0
가온전선(주),000500,2019/12,12126,42437,12126,40523
가온전선(주),000500,2020/12,30006,29555,30010,47461
가온전선(주),000500,2021/12,42250,8047,55203,9143
강남제비스코(주),000860,2011/12,2011,20,3851,20
강남제비스코(주),000860,2012/12,3601,22,8031,22
강남제비스코(주),000860,2013/12,40,13,3862,13
강남제비스코(주),000860,2014/12,0,22,3904,1649
강남제비스코(주),000860,2015/12,0,24,4219,24
강남제비스코(주),000860,2016/12,0,0,3616,0
강남제비스코(주),000860,2017/12,0,0,1196,0
강남제비스코(주),000860,2018/12,0,0,3358,0
강남제비스코(주),000860,2019/12,0,0,2094,0
강남제비스코(주),000860,2020/12,0,0,2051,0
강남제비스코(주),000860,2021/12,0,0,1980,23
경남기업(주),000800,2011/12,79267,0,525717,886
경남기업(주),000800,2012/12,208123,22257,293139,23143
경남기업(주),000800,2013/12,393688,109717,474421,627979
경남기업(주),000800,2014/12,140297,17199,220300,27006
경남에너지(주),008020,2011/12,0,6129,0,6129
경남에너지(주),008020,2012/12,0,7423,0,7423
경남에너지(주),008020,2013/12,0,15878,0,15878
경남에너지(주),008020,2014/12,0,11838,,
경남에너지(주),008020,2015/12,0,504,0,504
경인전자(주),009140,2011/12,0,0,0,0
경인전자(주),009140,2012/12,0,0,0,0
경인전자(주),009140,2013/12,0,0,0,0
경인전자(주),009140,2014/12,0,0,0,0
경인전자(주),009140,2015/12,0,0,0,0
경인전자(주),009140,2016/12,0,0,0,0
경인전자(주),009140,2017/12,0,0,0,0
경인전자(주),009140,2018/12,0,0,0,0
경인전자(주),009140,2019/12,0,0,0,0
경인전자(주),009140,2020/12,0,0,0,0
경인전자(주),009140,2021/12,0,0,0,0
계룡건설산업(주),013580,2011/12,75000,100403,91400,109703
계룡건설산업(주),013580,2012/12,114680,215403,174380,245403
계룡건설산업(주),013580,2013/12,140936,125403,215936,172403
계룡건설산업(주),013580,2014/12,237582,77903,303482,77903
계룡건설산업(주),013580,2015/12,238856,17545,297756,52545
계룡건설산업(주),013580,2016/12,237729,63995,328629,63995
계룡건설산업(주),013580,2017/12,230030,39295,318930,39295
계룡건설산업(주),013580,2018/12,223411,37345,345311,37345
계룡건설산업(주),013580,2019/12,348911,69045,449711,116463
계룡건설산업(주),013580,2020/12,184850,10145,316000,92885
계룡건설산업(주),013580,2021/12,207770,1045,308265,9545
계양전기(주),012200,2011/12,4031,16,4031,16
계양전기(주),012200,2012/12,3386,17,3386,17
계양전기(주),012200,2013/12,0,13,522,13
계양전기(주),012200,2014/12,0,21,1418,21
계양전기(주),012200,2015/12,0,0,1444,0
계양전기(주),012200,2016/12,0,0,520,0
계양전기(주),012200,2017/12,0,0,0,0
계양전기(주),012200,2018/12,0,0,0,0
계양전기(주),012200,2019/12,7000,0,8541,0
계양전기(주),012200,2020/12,22000,0,23553,0
계양전기(주),012200,2021/12,23890,0,25622,0
고려개발(주),004200,2011/12,244472,143649,,
고려개발(주),004200,2012/12,185322,55439,,
고려개발(주),004200,2013/12,11865,20381,,
고려개발(주),004200,2014/12,11869,383403,,
고려개발(주),004200,2015/12,11878,66,,
고려개발(주),004200,2016/12,18878,265807,,
고려개발(주),004200,2017/12,18878,66,,
고려개발(주),004200,2018/12,54621,190516,,
고려개발(주),004200,2019/12,18878,2565,,
고려산업(주),002140,2011/12,33009,1200,33009,1200
고려산업(주),002140,2012/12,41130,0,41130,0
고려산업(주),002140,2013/12,34651,11000,34651,11000
고려산업(주),002140,2014/12,42044,10006,42044,10006
고려산업(주),002140,2015/12,52550,6,55476,32
고려산업(주),002140,2016/12,47517,6,52658,307
고려산업(주),002140,2017/12,56038,2406,59392,4117
고려산업(주),002140,2018/12,68885,6071,72922,8011
고려산업(주),002140,2019/12,52361,5150,57842,5150
고려산업(주),002140,2020/12,65960,5200,70800,5200
고려산업(주),002140,2021/12,81428,5233,84258,5833
고려아연(주),010130,2011/12,58024,12084,60524,242446
고려아연(주),010130,2012/12,112771,119902,146877,120236
고려아연(주),010130,2013/12,87181,11315,103484,11648
고려아연(주),010130,2014/12,114506,11124,121965,11124
고려아연(주),010130,2015/12,17012,9008,20326,9008
고려아연(주),010130,2016/12,21316,6395,24342,6395
고려아연(주),010130,2017/12,14622,5059,16913,5059
고려아연(주),010130,2018/12,16380,4808,18614,4808
고려아연(주),010130,2019/12,9673,1244,30593,1244
고려아연(주),010130,2020/12,13532,916,115420,916
고려아연(주),010130,2021/12,17437,954,295537,8430
고려제강(주),002240,2011/12,112601,0,160885,21855
고려제강(주),002240,2012/12,134711,0,183215,19401
고려제강(주),002240,2013/12,133596,0,178843,20829
고려제강(주),002240,2014/12,189153,0,580414,14512
고려제강(주),002240,2015/12,153844,4688,465815,17290
고려제강(주),002240,2016/12,174337,0,418719,68666
고려제강(주),002240,2017/12,142292,0,385081,72471
고려제강(주),002240,2018/12,127431,0,379372,28928
고려제강(주),002240,2019/12,148322,0,359444,26684
고려제강(주),002240,2020/12,89631,0,290499,43144
고려제강(주),002240,2021/12,53547,0,259960,10049
광동제약(주),009290,2011/12,21000,1400,21000,1400
광동제약(주),009290,2012/12,27000,1400,27111,1400
광동제약(주),009290,2013/12,15090,20000,15225,20000
광동제약(주),009290,2014/12,35067,20000,35189,20000
광동제약(주),009290,2015/12,48041,2000,49608,2000
광동제약(주),009290,2016/12,48063,22000,48903,22000
광동제약(주),009290,2017/12,80000,18833,80761,18833
광동제약(주),009290,2018/12,78000,8333,78000,8333
광동제약(주),009290,2019/12,75000,8333,75006,8333
광동제약(주),009290,2020/12,83000,9993,83005,9993
광동제약(주),009290,2021/12,93000,15000,93006,15000
광전자(주),017900,2011/12,38317,3037,49718,3049
광전자(주),017900,2012/12,3213,2144,3213,2144
광전자(주),017900,2013/12,0,0,0,0
광전자(주),017900,2014/12,38,0,38,0
광전자(주),017900,2015/12,234,0,234,0
광전자(주),017900,2016/12,242,0,242,0
광전자(주),017900,2017/12,214,0,214,0
광전자(주),017900,2018/12,224,0,224,66
광전자(주),017900,2019/12,12,0,12,683
광전자(주),017900,2020/12,11,0,11,679
광전자(주),017900,2021/12,12,0,12,152
교촌에프앤비(주),339770,2011/12,,,,
교촌에프앤비(주),339770,2012/12,,,,
교촌에프앤비(주),339770,2013/12,,,,
교촌에프앤비(주),339770,2014/12,,,,
교촌에프앤비(주),339770,2015/12,,,,
교촌에프앤비(주),339770,2016/12,,,,
교촌에프앤비(주),339770,2017/12,,,,
교촌에프앤비(주),339770,2018/12,6298,1485,6798,3133
교촌에프앤비(주),339770,2019/12,3798,2320,4298,6281
교촌에프앤비(주),339770,2020/12,3798,2320,3798,4160
교촌에프앤비(주),339770,2021/12,3798,8043,3798,10137
국도화학(주),007690,2011/12,50120,10050,68179,10120
국도화학(주),007690,2012/12,22702,27163,37171,28133
국도화학(주),007690,2013/12,10276,9236,33259,9306
국도화학(주),007690,2014/12,33341,12298,59593,16525
국도화학(주),007690,2015/12,31596,26463,54315,38480
국도화학(주),007690,2016/12,28134,6393,48289,10567
국도화학(주),007690,2017/12,48397,2225,75677,2295
국도화학(주),007690,2018/12,58376,39977,83871,48115
국도화학(주),007690,2019/12,60675,4372,75534,4922
국도화학(주),007690,2020/12,64880,28875,82172,30575
국도화학(주),007690,2021/12,134565,37350,162299,65780
국제약품(주),002720,2011/03,3606,28936,3606,28936
국제약품(주),002720,2012/12,2834,31194,2834,31194
국제약품(주),002720,2013/12,5023,5500,5053,5500
국제약품(주),002720,2014/12,6038,22250,6117,22250
국제약품(주),002720,2015/12,8258,2000,11361,2000
국제약품(주),002720,2016/12,6000,25000,6090,25000
국제약품(주),002720,2017/12,30500,0,30500,0
국제약품(주),002720,2018/12,27000,2000,27000,2000
국제약품(주),002720,2019/12,33059,0,33059,0
국제약품(주),002720,2020/12,32000,2000,32000,2000
국제약품(주),002720,2021/12,32000,2000,32000,2000
그랜드코리아레저(주),114090,2011/12,0,6912,,
그랜드코리아레저(주),114090,2012/12,0,3947,,
그랜드코리아레저(주),114090,2013/12,0,333,,
그랜드코리아레저(주),114090,2014/12,0,333,,
그랜드코리아레저(주),114090,2015/12,0,167,,
그랜드코리아레저(주),114090,2016/12,0,0,,
그랜드코리아레저(주),114090,2017/12,0,167,,
그랜드코리아레저(주),114090,2018/12,0,167,0,167
그랜드코리아레저(주),114090,2019/12,0,28,0,28
그랜드코리아레저(주),114090,2020/12,11900,167,11900,167
그랜드코리아레저(주),114090,2021/12,0,167,0,167
그린케미칼(주),083420,2011/12,10172,0,,
그린케미칼(주),083420,2012/12,16000,2800,,
그린케미칼(주),083420,2013/12,9800,2800,,
그린케미칼(주),083420,2014/12,16500,1400,,
그린케미칼(주),083420,2015/12,41150,13330,,
그린케미칼(주),083420,2016/12,53478,0,,
그린케미칼(주),083420,2017/12,49268,0,,
그린케미칼(주),083420,2018/12,46968,0,,
그린케미칼(주),083420,2019/12,39715,522,,
그린케미칼(주),083420,2020/12,24228,626,,
그린케미칼(주),083420,2021/12,38017,879,,
극동유화(주),014530,2011/12,54952,0,,
극동유화(주),014530,2012/12,37069,4000,,
극동유화(주),014530,2013/12,25076,19389,,
극동유화(주),014530,2014/12,21453,15256,22871,15256
극동유화(주),014530,2015/12,12079,13381,12801,13381
극동유화(주),014530,2016/12,10272,11722,10965,11722
극동유화(주),014530,2017/12,19321,16722,19976,16722
극동유화(주),014530,2018/12,19500,21722,19500,21722
극동유화(주),014530,2019/12,31000,10871,31000,10871
극동유화(주),014530,2020/12,27500,10957,35500,10957
극동유화(주),014530,2021/12,55700,11310,55700,13310
글로스텍(주),012410,2011/12,360,0,325,0
글로스텍(주),012410,2012/12,0,0,,
금강공업(주),014280,2011/12,99371,33616,117162,33643
금강공업(주),014280,2012/12,76497,17509,90470,17650
금강공업(주),014280,2013/12,117180,58012,171617,69884
금강공업(주),014280,2014/12,146064,9986,209982,21023
금강공업(주),014280,2015/12,147338,76242,207851,77505
금강공업(주),014280,2016/12,172199,13883,229425,14675
금강공업(주),014280,2017/12,187298,38208,250970,42363
금강공업(주),014280,2018/12,203888,22633,282295,30671
금강공업(주),014280,2019/12,193731,29900,272560,35064
금강공업(주),014280,2020/12,151731,750,244879,5950
금강공업(주),014280,2021/12,180542,6000,286819,11833
금호건설(주),002990,2011/12,68060,275080,68060,305194
금호건설(주),002990,2012/12,51700,160627,51700,161267
금호건설(주),002990,2013/12,32379,276215,32379,276886
금호건설(주),002990,2014/12,27100,103162,27100,103865
금호건설(주),002990,2015/12,27100,161751,27100,162487
금호건설(주),002990,2016/12,27100,53368,27100,54141
금호건설(주),002990,2017/12,37100,49168,37100,50046
금호건설(주),002990,2018/12,53500,45387,53500,46290
금호건설(주),002990,2019/12,81655,50139,81655,51068
금호건설(주),002990,2020/12,68455,50359,68455,51315
금호건설(주),002990,2021/12,31355,25827,31355,26842
금호석유화학(주),011780,2011/12,718761,1062320,787507,1122844
금호석유화학(주),011780,2012/12,674631,60837,792369,77831
금호석유화학(주),011780,2013/12,369360,332960,481287,377877
금호석유화학(주),011780,2014/12,630644,361422,731017,446221
금호석유화학(주),011780,2015/12,634498,283558,696933,335393
금호석유화학(주),011780,2016/12,896786,438890,971810,539311
금호석유화학(주),011780,2017/12,850628,215622,899803,326211
금호석유화학(주),011780,2018/12,714307,203175,816772,268540
금호석유화학(주),011780,2019/12,403749,108639,470117,172587
금호석유화학(주),011780,2020/12,269880,24000,314606,60214
금호석유화학(주),011780,2021/12,309137,236449,387904,326371
금호전기(주),001210,2011/12,40000,0,85554,12005
금호전기(주),001210,2012/12,38000,15000,69101,19074
금호전기(주),001210,2013/12,37000,40100,64258,50933
금호전기(주),001210,2014/12,70600,35100,101883,103681
금호전기(주),001210,2015/12,50500,35100,77374,52235
금호전기(주),001210,2016/12,70000,555,95815,70818
금호전기(주),001210,2017/12,65500,44561,94214,56113
금호전기(주),001210,2018/12,46500,10000,48473,35784
금호전기(주),001210,2019/12,0,10000,401,12014
금호전기(주),001210,2020/12,2450,0,3070,0
금호전기(주),001210,2021/12,0,0,639,0
금호타이어(주),073240,2011/12,788922,75295,1223447,531377
금호타이어(주),073240,2012/12,714796,7680,1140884,323725
금호타이어(주),073240,2013/12,578154,863893,1064136,1504801
금호타이어(주),073240,2014/12,533571,3918,869326,27995
금호타이어(주),073240,2015/12,506621,461261,1217418,480057
금호타이어(주),073240,2016/12,445140,508671,836295,750079
금호타이어(주),073240,2017/12,435174,680515,760031,878287
금호타이어(주),073240,2018/12,313300,8821,507027,134583
금호타이어(주),073240,2019/12,267269,0,404547,89824
금호타이어(주),073240,2020/12,258565,0,366402,95978
금호타이어(주),073240,2021/12,362458,0,483371,253575
기아(주),000270,2011/12,955798,1014208,1588410,1515661
기아(주),000270,2012/12,973289,128221,1109825,295122
기아(주),000270,2013/12,875189,622493,876376,764582
기아(주),000270,2014/12,1388923,299710,1389833,419097
기아(주),000270,2015/12,1298207,1171271,1512424,1273049
기아(주),000270,2016/12,2573817,1020585,2876276,1255151
기아(주),000270,2017/12,2521615,517491,2993712,862726
기아(주),000270,2018/12,1361436,615306,1366649,906415
기아(주),000270,2019/12,1372543,883891,1414756,1126042
기아(주),000270,2020/12,3447123,534894,4479452,788542
기아(주),000270,2021/12,3102743,869866,3107772,1307848
깨끗한나라(주),004540,2011/12,163860,1733,163860,1733
깨끗한나라(주),004540,2012/12,136848,12125,136848,12125
깨끗한나라(주),004540,2013/12,56224,12955,56224,12955
깨끗한나라(주),004540,2014/12,92002,5591,92002,5591
깨끗한나라(주),004540,2015/12,101614,34201,105737,34201
깨끗한나라(주),004540,2016/12,91541,18753,94353,18753
깨끗한나라(주),004540,2017/12,106536,18886,109407,18886
깨끗한나라(주),004540,2018/12,169109,12807,171660,13821
깨끗한나라(주),004540,2019/12,133526,16067,136945,17081
깨끗한나라(주),004540,2020/12,29362,31515,32176,31647
깨끗한나라(주),004540,2021/12,13149,61004,13548,61276
남광토건(주),001260,2011/12,85348,98778,85348,98778
남광토건(주),001260,2012/12,0,0,0,0
남광토건(주),001260,2013/12,9245,0,9245,0
남광토건(주),001260,2014/12,9245,0,9245,0
남광토건(주),001260,2015/12,9245,0,9245,0
남광토건(주),001260,2016/12,9245,0,9245,0
남광토건(주),001260,2017/12,9245,0,9245,0
남광토건(주),001260,2018/12,9245,0,9245,0
남광토건(주),001260,2019/12,25245,671,25245,671
남광토건(주),001260,2020/12,9245,1219,9245,1219
남광토건(주),001260,2021/12,34245,83,34245,2154
남양유업(주),003920,2011/12,0,0,0,0
남양유업(주),003920,2012/12,0,0,0,0
남양유업(주),003920,2013/12,0,0,0,0
남양유업(주),003920,2014/12,0,0,0,0
남양유업(주),003920,2015/12,0,0,0,0
남양유업(주),003920,2016/12,0,0,0,0
남양유업(주),003920,2017/12,0,0,0,0
남양유업(주),003920,2018/12,0,0,0,0
남양유업(주),003920,2019/12,0,0,0,0
남양유업(주),003920,2020/12,0,0,0,0
남양유업(주),003920,2021/12,0,0,0,0
남해화학(주),025860,2011/12,153467,0,,
남해화학(주),025860,2012/12,181070,0,,
남해화학(주),025860,2013/12,93660,0,,
남해화학(주),025860,2014/12,65536,0,,
남해화학(주),025860,2015/12,46535,0,,
남해화학(주),025860,2016/12,25748,0,25748,0
남해화학(주),025860,2017/12,45515,0,45515,0
남해화학(주),025860,2018/12,43169,0,,
남해화학(주),025860,2019/12,45924,0,,
남해화학(주),025860,2020/12,38310,0,,
남해화학(주),025860,2021/12,90498,0,90498,0
네이버(주),035420,2011/12,0,0,73515,0
네이버(주),035420,2012/12,0,100000,2749,132747
네이버(주),035420,2013/12,0,150699,85911,155672
네이버(주),035420,2014/12,0,0,208524,4555
네이버(주),035420,2015/12,0,100000,412760,104957
네이버(주),035420,2016/12,0,0,227321,0
네이버(주),035420,2017/12,0,150000,211011,150000
네이버(주),035420,2018/12,0,0,349846,27
네이버(주),035420,2019/12,0,0,509562,50023
네이버(주),035420,2020/12,40000,0,481208,95016
네이버(주),035420,2021/12,0,0,342639,118683
넥센타이어(주),002350,2011/12,183649,112499,275068,162114
넥센타이어(주),002350,2012/12,201521,42707,261031,138071
넥센타이어(주),002350,2013/12,156345,144822,218720,237494
넥센타이어(주),002350,2014/12,101655,90970,163180,158473
넥센타이어(주),002350,2015/12,71827,113191,182970,147790
넥센타이어(주),002350,2016/12,20000,50973,117144,110388
넥센타이어(주),002350,2017/12,10234,156089,124912,180257
넥센타이어(주),002350,2018/12,3913,165402,62960,222916
넥센타이어(주),002350,2019/12,0,80265,79384,169815
넥센타이어(주),002350,2020/12,48704,126765,240080,229794
넥센타이어(주),002350,2021/12,142267,70000,255982,231856
넷마블(주),251270,2011/12,0,0,350,400
넷마블(주),251270,2012/12,6000,0,6350,1142
넷마블(주),251270,2013/12,14066,0,46486,4143
넷마블(주),251270,2014/12,0,0,13555,0
넷마블(주),251270,2015/12,17346,0,29274,1954
넷마블(주),251270,2016/12,96986,0,105301,0
넷마블(주),251270,2017/12,0,0,3949,0
넷마블(주),251270,2018/12,0,0,8294,0
넷마블(주),251270,2019/12,0,4598,16100,15511
넷마블(주),251270,2020/12,500000,2830,807464,12149
넷마블(주),251270,2021/12,1652984,40245,1670993,57077
다스코(주),058730,2011/12,13637,0,13637,0
다스코(주),058730,2012/12,14539,0,,
다스코(주),058730,2013/12,16935,0,,
다스코(주),058730,2014/12,13589,0,,
다스코(주),058730,2015/12,14675,0,14675,0
다스코(주),058730,2016/12,13349,0,13349,0
다스코(주),058730,2017/12,31694,1375,31694,1375
다스코(주),058730,2018/12,28826,3896,28826,3896
다스코(주),058730,2019/12,32095,6383,32095,6433
다스코(주),058730,2020/12,47936,3696,47936,3785
다스코(주),058730,2021/12,44476,6687,47136,7384
대덕GDS(주),004130,2011/12,0,0,27515,0
대덕GDS(주),004130,2012/12,0,0,18070,0
대덕GDS(주),004130,2013/12,0,0,13045,0
대덕GDS(주),004130,2014/12,0,0,14693,40
대덕GDS(주),004130,2015/12,0,0,10539,0
대덕GDS(주),004130,2016/12,0,0,6577,0
대덕GDS(주),004130,2017/12,1000,0,5918,0
대덕전자(주),353200,2020/12,0,0,9081,0
대덕전자(주),353200,2021/12,1000,0,1000,0
대림비앤코(주),005750,2011/12,27705,12329,29211,12329
대림비앤코(주),005750,2012/12,14322,260,16191,260
대림비앤코(주),005750,2013/12,28000,5047,36798,5047
대림비앤코(주),005750,2014/12,10593,20760,20138,21177
대림비앤코(주),005750,2015/12,8559,22000,16559,24954
대림비앤코(주),005750,2016/12,6300,21000,14300,24588
대림비앤코(주),005750,2017/12,14300,27700,22690,30583
대림비앤코(주),005750,2018/12,19300,14421,19708,14421
대림비앤코(주),005750,2019/12,18300,6289,18599,6289
대림비앤코(주),005750,2020/12,14000,18047,14169,18047
대림비앤코(주),005750,2021/12,14077,42000,14077,42000
대림통상(주),006570,2011/12,31045,24279,38863,24855
대림통상(주),006570,2012/12,52988,17712,60207,17980
대림통상(주),006570,2013/12,58801,2463,66255,2463
대림통상(주),006570,2014/12,63380,6928,70962,6928
대림통상(주),006570,2015/12,60000,1466,67659,1932
대림통상(주),006570,2016/12,57500,4375,65149,5152
대림통상(주),006570,2017/12,48340,5000,57790,5726
대림통상(주),006570,2018/12,40438,0,50220,532
대림통상(주),006570,2019/12,28190,3226,38707,3268
대림통상(주),006570,2020/12,27787,5151,36810,7672
대림통상(주),006570,2021/12,29800,13388,40597,16115
대상(주),001680,2011/12,225470,11061,406289,26017
대상(주),001680,2012/12,204498,52176,396507,59159
대상(주),001680,2013/12,160486,170816,305959,185243
대상(주),001680,2014/12,171193,483,263711,8713
대상(주),001680,2015/12,158000,50183,274206,195030
대상(주),001680,2016/12,212741,50187,308997,63275
대상(주),001680,2017/12,103179,100422,204023,111494
대상(주),001680,2018/12,103913,110479,227806,189640
대상(주),001680,2019/12,127531,205390,188339,220328
대상(주),001680,2020/12,196231,100536,266211,113788
대상(주),001680,2021/12,236748,130484,328822,143600
대상홀딩스(주),084690,2011/12,11562,0,20629,270
대상홀딩스(주),084690,2012/12,2678,0,12178,681
대상홀딩스(주),084690,2013/12,2638,0,311248,245309
대상홀딩스(주),084690,2014/12,0,0,279141,8713
대상홀딩스(주),084690,2015/12,129,1364,291653,196395
대상홀딩스(주),084690,2016/12,0,1364,324406,64640
대상홀딩스(주),084690,2017/12,0,2199,212837,113693
대상홀딩스(주),084690,2018/12,0,2438,253285,192211
대상홀딩스(주),084690,2019/12,0,3075,215951,224436
대상홀딩스(주),084690,2020/12,0,2126,295673,135567
대상홀딩스(주),084690,2021/12,0,647,402051,200959
대성산업(주),128820,2011/12,243728,470224,246928,599724
대성산업(주),128820,2012/12,661424,288318,664328,288970
대성산업(주),128820,2013/12,339224,216468,342027,216468
대성산업(주),128820,2014/12,475472,853946,478325,854793
대성산업(주),128820,2015/12,307726,71710,309379,72376
대성산업(주),128820,2016/12,185736,343581,186697,344277
대성산업(주),128820,2017/12,168600,39790,147407,137310
대성산업(주),128820,2018/12,166901,10045,169358,10700
대성산업(주),128820,2019/12,162005,34921,163608,52381
대성산업(주),128820,2020/12,93630,30,100567,14619
대성산업(주),128820,2021/12,10000,44860,23089,65626
대성에너지(주),117580,2011/12,10000,34017,,
대성에너지(주),117580,2012/12,15000,3463,,
대성에너지(주),117580,2013/12,20000,3425,,
대성에너지(주),117580,2014/12,20000,53168,,
대성에너지(주),117580,2015/12,30000,3277,,
대성에너지(주),117580,2016/12,20000,3463,,
대성에너지(주),117580,2017/12,20000,53135,,
대성에너지(주),117580,2018/12,20000,2587,20000,2587
대성에너지(주),117580,2019/12,25000,2307,25000,2307
대성에너지(주),117580,2020/12,40000,51939,40000,51939
대성에너지(주),117580,2021/12,27600,1450,27600,1450
대성홀딩스(주),016710,2011/12,5084,19994,15084,56900
대성홀딩스(주),016710,2012/12,2137,39991,17137,46401
대성홀딩스(주),016710,2013/12,17190,39988,37190,46483
대성홀딩스(주),016710,2014/12,16714,49987,36714,106325
대성홀딩스(주),016710,2015/12,14312,59986,44312,66001
대성홀딩스(주),016710,2016/12,15210,39992,35210,44207
대성홀딩스(주),016710,2017/12,37,49989,20037,103842
대성홀딩스(주),016710,2018/12,134,59989,20134,62576
대성홀딩스(주),016710,2019/12,20000,39992,45000,42299
대성홀딩스(주),016710,2020/12,58,49990,40000,101929
대성홀딩스(주),016710,2021/12,0,0,27600,1450
대영포장(주),014160,2011/12,35156,3447,,
대영포장(주),014160,2012/12,10800,1768,,
대영포장(주),014160,2013/12,13633,7393,,
대영포장(주),014160,2014/12,11007,9531,,
대영포장(주),014160,2015/12,31194,3850,,
대영포장(주),014160,2016/12,26463,1667,,
대영포장(주),014160,2017/12,35145,1667,,
대영포장(주),014160,2018/12,30969,3129,,
대영포장(주),014160,2019/12,13500,8000,,
대영포장(주),014160,2020/12,9500,5288,,
대영포장(주),014160,2021/12,4800,0,,
대우자동차판매(주),004550,2011/12,0,0,5055,40
대우전자부품(주),009320,2011/12,1724,471,2383,471
대우전자부품(주),009320,2012/12,3830,1025,4397,1025
대우전자부품(주),009320,2013/12,2512,8257,2965,8257
대우전자부품(주),009320,2014/12,3882,13876,3882,13876
대우전자부품(주),009320,2015/12,4987,10417,4987,10417
대우전자부품(주),009320,2016/12,3140,10000,3140,10000
대우전자부품(주),009320,2017/12,2875,9213,2875,9213
대우전자부품(주),009320,2018/12,5115,9425,,
대우전자부품(주),009320,2019/12,16738,1625,,
대우전자부품(주),009320,2020/12,25838,1125,,
대우전자부품(주),009320,2021/12,26743,1100,,
대우조선해양(주),042660,2011/12,1353513,710238,1682022,1095006
대우조선해양(주),042660,2012/12,1884330,599256,2220435,751845
대우조선해양(주),042660,2013/12,2025922,744384,2307814,1062586
대우조선해양(주),042660,2014/12,2010216,1054392,2322462,1369259
