회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),[제조]총자본정상영업이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]총자본순이익률(IFRS),[제조]매출액총이익률(IFRS),[제조]금융비용부담률(IFRS),[제조]경영자본순이익률(IFRS),[제조]총자본정상영업이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]금융비용부담률(IFRS연결),[제조]경영자본순이익률(IFRS연결)
(주)경인양행,012610,2017/12,제조업,0.05,0.28,0.18,15.02,-0.28,0.24,2.1,1.85,1.36,15.72,0.75,1.43
(주)경인양행,012610,2018/12,제조업,3.73,3.81,2.31,23.74,0.52,3,5.11,6.59,3.58,22.87,0.97,3.76
(주)경인양행,012610,2019/12,제조업,3.91,2.4,1.32,23.23,0.83,1.73,5.32,6.57,3.7,23.62,1.36,4.02
(주)경인양행,012610,2020/12,제조업,-1.42,-5.21,-2.67,19.14,0.4,-3.42,0.69,-4.18,-1.55,20.82,1.37,-1.69
(주)경인양행,012610,2021/12,제조업,3.79,9.01,4.25,25.38,0.42,5.19,5.23,11.1,5.02,25.27,0.99,5.35
(주)광명전기,017040,2011/12,제조업,1.55,-0.14,-0.08,10.3,0.98,-0.12,0.41,-2.51,-1.52,12.21,0.92,-2
(주)광명전기,017040,2012/12,제조업,3.49,-2.79,-1.53,11.09,0.56,-2.26,3.29,1.23,0.32,12.48,0.6,0.41
(주)광명전기,017040,2013/12,제조업,8.05,9.15,5.06,15.75,0.45,6.93,8.56,9.64,5.14,16.23,0.38,6.4
(주)광명전기,017040,2014/12,제조업,9.12,10.88,6.2,13.63,0.15,8.15,9.6,12.46,7.02,14.84,0.05,8.45
(주)광명전기,017040,2015/12,제조업,3.38,4.96,3.03,10.19,0.06,4.01,6.92,8.63,6.59,15.18,-0.04,8.03
(주)광명전기,017040,2016/12,제조업,3.28,19.81,13.39,9.67,0.04,19.92,2.6,11.75,8.33,9.5,0.06,11.57
(주)광명전기,017040,2017/12,제조업,2.95,-1.57,-1.06,9.19,0.04,-1.68,1.47,-2.2,-1.36,8.97,0.15,-2.12
(주)광명전기,017040,2018/12,제조업,2.35,3.67,2.52,9.93,0.18,3.81,2.14,2.93,1.79,9.47,0.64,2.58
(주)광명전기,017040,2019/12,제조업,5.52,7.1,4.89,10.75,-0.06,6.99,5.18,8.53,4.61,11.24,-0.05,6.21
(주)광명전기,017040,2020/12,제조업,3.26,5.07,3.37,9.76,-0.19,4.7,2.63,4.67,2.81,9.11,-0.15,3.77
(주)광명전기,017040,2021/12,제조업,1.55,4.55,3.06,6.55,-0.17,3.99,1.71,5.54,3.49,6.92,-0.13,4.39
(주)광주신세계,037710,2011/12,도매 및 소매업,16.63,18.32,14.77,63.25,-4.54,14.78,,,,,,
(주)광주신세계,037710,2012/12,도매 및 소매업,14.34,16.01,13.25,63.99,-5.56,13.26,,,,,,
(주)광주신세계,037710,2013/12,도매 및 소매업,10.3,12.61,8.94,64.66,-3.69,8.94,,,,,,
(주)광주신세계,037710,2014/12,도매 및 소매업,7.92,9.85,6.45,65.11,-1.71,6.47,,,,,,
(주)광주신세계,037710,2015/12,도매 및 소매업,8.35,9.77,7,66.91,-2.48,7.02,,,,,,
(주)광주신세계,037710,2016/12,도매 및 소매업,8.52,8.88,6.93,67.2,-3.39,6.96,,,,,,
(주)광주신세계,037710,2017/12,도매 및 소매업,8.59,8.59,7.3,67.27,-4.09,7.35,,,,,,
(주)광주신세계,037710,2018/12,도매 및 소매업,7.41,7.52,6.67,86.89,-7.05,6.75,,,,,,
(주)광주신세계,037710,2019/12,도매 및 소매업,7.61,7.44,6.58,88.01,-6.67,6.73,,,,,,
(주)광주신세계,037710,2020/12,도매 및 소매업,6.29,6.35,5.62,89.18,-7.14,5.78,,,,,,
(주)광주신세계,037710,2021/12,도매 및 소매업,7.4,7.26,6.4,91.02,-6.47,6.56,,,,,,
(주)국동,005320,2011/12,도매 및 소매업,-11.69,-138.74,-26.04,13.69,1.15,-34.14,1.79,-686.46,-11.32,13.04,1.43,-12.38
(주)국동,005320,2012/12,도매 및 소매업,4.65,9.6,0.67,17.2,0.96,0.97,10.14,67.43,7.68,18.42,1.43,7.98
(주)국동,005320,2013/12,도매 및 소매업,9,54.43,6.25,17.82,0.78,8.99,7.95,32.29,5.78,16.42,1.02,5.99
(주)국동,005320,2014/12,도매 및 소매업,12.2,46.27,10.03,18.93,0.7,13.28,12.51,40.4,10.96,17.65,0.99,11.34
(주)국동,005320,2015/12,도매 및 소매업,11.49,28.98,8.9,19.31,1.45,14.97,9.46,17.49,5.72,17.44,1.24,5.97
(주)국동,005320,2016/12,도매 및 소매업,10.34,14.02,5.75,19.66,1.16,8.68,9.7,14.97,5.7,18.6,0.98,5.98
(주)국동,005320,2017/12,도매 및 소매업,-2.98,-16.75,-8.18,14.18,1.35,-11.15,-5.08,-19.01,-7.78,14.83,1.3,-8.22
(주)국동,005320,2018/12,도매 및 소매업,2.16,3.36,1.73,15.75,1.12,2.44,5.02,4.64,1.84,16.63,1.01,1.95
(주)국동,005320,2019/12,도매 및 소매업,-10.74,-14.55,-7.87,14.56,1.04,-11.56,-3.31,-7.94,-3.52,15.32,1.01,-3.8
(주)국동,005320,2020/12,도매 및 소매업,26.17,-1.49,-0.78,35.23,1.93,-1.15,16.91,14.3,6.79,26.37,1.64,7.57
(주)국동,005320,2021/12,도매 및 소매업,-2,-2.67,-1.6,11.33,1.93,-2.41,-2.05,-8.54,-4.55,10.8,1.51,-5.07
(주)국보,001140,2011/12,운수 및 창고업,1.92,-0.52,-0.18,6.68,1.55,-0.2,1.78,-0.12,-0.04,7.01,1.4,-0.04
(주)국보,001140,2012/12,운수 및 창고업,1.13,-5.85,-2,7.04,1.52,-2.22,1.38,-2.62,-0.89,7.82,1.36,-0.98
(주)국보,001140,2013/12,운수 및 창고업,0.69,-12.7,-3.99,7.11,0.92,-4.41,0.74,-12.14,-3.91,7.98,1.18,-4.37
(주)국보,001140,2014/12,운수 및 창고업,-2.19,-27.26,-7.27,5.5,1.12,-8,-2.55,-26.58,-7.39,6.12,1.42,-8.26
(주)국보,001140,2015/12,운수 및 창고업,-2.61,-19.32,-4.39,5.72,1.04,-4.84,-2.83,-19.61,-4.65,6.41,1.32,-5.23
(주)국보,001140,2016/12,운수 및 창고업,-0.64,-33.21,-6.39,6.86,1.25,-7.03,0.25,-25.32,-5.09,8.86,1.38,-5.72
(주)국보,001140,2017/12,운수 및 창고업,-4.63,-18.89,-3.75,6.48,1.36,-4.14,-5.09,-17.16,-3.74,7.56,1.39,-4.23
(주)국보,001140,2018/12,운수 및 창고업,-8.04,-29.24,-7,4.22,1.18,-8.15,-8.72,-24.45,-6.59,5.05,1.18,-7.95
(주)국보,001140,2019/12,운수 및 창고업,-2.95,-82.58,-19.12,3.08,2.32,-26.5,-1.18,-47.63,-8.16,19.91,2.31,-9.66
(주)국보,001140,2020/12,운수 및 창고업,-11.45,-46.37,-15.32,3.42,2.21,-22.22,-10.48,-67.86,-19.91,28.65,2.55,-22.64
(주)국보,001140,2021/12,운수 및 창고업,-11.27,-46.78,-19.77,0.24,4.15,-30.33,-8.29,-57.13,-18.3,28.65,3.42,-21.46
(주)금양,001570,2011/12,제조업,5.36,5.73,2.13,13.63,3.06,3.57,5.8,6.86,2.47,15.95,2.71,2.74
(주)금양,001570,2012/12,제조업,5.1,7.16,2.52,13.42,3.16,4.35,5.12,8.23,2.88,16.62,2.92,3.17
(주)금양,001570,2013/12,제조업,3.85,3.35,1.13,10.14,2.3,1.94,4.11,1.47,0.52,13.1,1.98,0.55
(주)금양,001570,2014/12,제조업,4.87,6.23,1.99,11.45,1.91,3.42,3.36,-0.25,-0.07,12.67,1.81,-0.08
(주)금양,001570,2015/12,제조업,5.42,5.02,1.55,12.51,1.67,2.72,4.21,28.69,8.89,14.41,1.24,9.2
(주)금양,001570,2016/12,제조업,5.34,-68.9,-14.29,12.76,1.99,-26.1,7.04,-44.99,-11.92,18.47,1.86,-12.53
(주)금양,001570,2017/12,제조업,3.47,1.37,0.21,11.82,2.18,0.41,7.01,41.19,9.94,19.66,1.71,10.45
(주)금양,001570,2018/12,제조업,4.04,40.07,9.99,13.48,2.25,19.31,6.75,29.84,10.1,19.68,1.46,10.48
(주)금양,001570,2019/12,제조업,3.22,-30.29,-7.79,14.32,2.57,-15.01,4.29,-14.85,-5.08,20.74,1.4,-5.3
(주)금양,001570,2020/12,제조업,2.39,-10.07,-2.47,14.64,4.58,-4.77,2.71,-5.36,-1.78,17.75,3.23,-1.94
(주)금양,001570,2021/12,제조업,3.67,0.39,0.11,13.16,3.16,0.18,4.54,13.57,4.99,19.46,2.65,5.38
(주)금호에이치티,214330,2011/12,제조업,,,,,,,,,,,,
(주)금호에이치티,214330,2012/12,제조업,,,,,,,,,,,,
(주)금호에이치티,214330,2013/12,제조업,11.94,15.05,8.18,11.81,0.24,8.63,11.55,15.06,7.92,11.81,0.24,8.28
(주)금호에이치티,214330,2014/12,제조업,17.11,24.67,14.24,12.99,0.39,15.26,16.21,23.98,13.36,13.33,0.45,14.08
(주)금호에이치티,214330,2015/12,제조업,19.38,23.27,15.84,16.51,0.35,16.84,17.33,21.54,12.76,15.75,0.47,13.33
(주)금호에이치티,214330,2016/12,제조업,12.62,14.74,9.87,12.36,0.46,10.31,10.19,11.31,5.96,11.51,0.58,6.13
(주)금호에이치티,214330,2017/12,제조업,7.38,5.71,3.64,11.11,0.45,3.82,5.82,5.57,3.22,10.28,0.53,3.31
(주)금호에이치티,214330,2018/12,제조업,3.99,6.21,3.77,8.02,1.28,4.4,5.4,7.23,4.01,10.12,1.24,4.41
(주)금호에이치티,214330,2019/12,제조업,1.66,1.15,0.66,5.38,4.72,0.86,1.45,-0.05,-0.03,5.8,4.32,-0.03
(주)금호에이치티,214330,2020/12,제조업,-1.38,-5.21,-3.28,2.08,4.35,-4.89,-1.41,-4.85,-2.95,3.1,3.75,-3.89
(주)금호에이치티,214330,2021/12,제조업,-1.54,-10.49,-7.79,6.48,1.4,-12.5,1.63,-6.25,-4.43,9.08,1.33,-6.12
(주)까뮤이앤씨,013700,2011/12,건설업,-44.04,-110.63,-38.42,-20.22,9.62,-64.07,,,,,,
(주)까뮤이앤씨,013700,2012/12,건설업,1.71,-10.69,-2.05,7.12,8.28,-4.53,,,,,,
(주)까뮤이앤씨,013700,2013/12,건설업,-0.58,-32.35,-6.49,4.22,9.36,-18.07,,,,,,
(주)까뮤이앤씨,013700,2014/12,건설업,1.92,6.58,1.54,6.62,5.62,2.76,,,,,,
(주)까뮤이앤씨,013700,2015/12,건설업,3.11,12.69,3.99,8.19,1.63,4.75,,,,,,
(주)까뮤이앤씨,013700,2016/12,건설업,3.26,6.72,2.39,8,1.17,2.72,,,,,,
(주)까뮤이앤씨,013700,2017/12,건설업,7.13,15.31,5.96,10.95,0.94,6.7,,,,,,
(주)까뮤이앤씨,013700,2018/12,건설업,2.87,2.93,1.23,10.14,1.33,1.39,,,,,,
(주)까뮤이앤씨,013700,2019/12,건설업,9.54,20.68,8.68,9.97,0.33,9.85,,,,,,
(주)까뮤이앤씨,013700,2020/12,건설업,1.68,11.98,5.49,8.06,0.6,6.91,,,,,,
(주)까뮤이앤씨,013700,2021/12,건설업,-1.67,-3.32,-1.67,5.87,0.54,-2.47,,,,,,
(주)나이스홀딩스,034310,2011/12,"전문, 과학 및 기술 서비스업",2.48,2.53,1.92,0,-0.31,9.71,10.99,9.82,8.02,0,-0.6,18.2
(주)나이스홀딩스,034310,2012/12,"전문, 과학 및 기술 서비스업",4.04,6.1,5.34,0,-1.06,40.53,9.68,12.09,9.71,0,-0.78,23.38
(주)나이스홀딩스,034310,2013/12,"전문, 과학 및 기술 서비스업",2.01,2.69,2.56,0,-2.5,31.4,10.76,9.93,9.36,0,-0.17,14.48
(주)나이스홀딩스,034310,2014/12,"전문, 과학 및 기술 서비스업",1.53,2.71,2.44,0,1.02,29.35,6.98,7.05,5.22,0,0.4,6.21
(주)나이스홀딩스,034310,2015/12,"전문, 과학 및 기술 서비스업",2.16,2.15,1.81,0,3.94,21.03,7.5,6.09,5.17,0,0.21,5.95
(주)나이스홀딩스,034310,2016/12,"전문, 과학 및 기술 서비스업",3.98,5.77,4.78,0,3.25,57.89,9.58,10.65,6.85,0,0.24,7.73
(주)나이스홀딩스,034310,2017/12,"전문, 과학 및 기술 서비스업",4.73,1.57,1.32,0,3.21,15.95,7.78,9.21,5.89,0,0.27,6.48
(주)나이스홀딩스,034310,2018/12,"전문, 과학 및 기술 서비스업",5.6,-4.97,-4.07,0,3.17,-55.93,6.56,10.01,5.07,86.23,0.43,5.67
(주)나이스홀딩스,034310,2019/12,"전문, 과학 및 기술 서비스업",6.38,1.53,1.19,0,3.76,16.79,6.51,4.39,3.28,0,0.53,3.76
(주)나이스홀딩스,034310,2020/12,"전문, 과학 및 기술 서비스업",4.21,-4.35,-3.09,0,5.38,-37.99,5.78,2.43,2,0,0.53,2.29
(주)나이스홀딩스,034310,2021/12,"전문, 과학 및 기술 서비스업",4.64,7.94,5.36,0,4.11,51.76,4.96,8.01,3.48,0,0.57,3.95
(주)남선알미늄,008350,2011/12,제조업,2.29,-4.92,-0.94,8.69,1.75,-1.03,2.09,42.18,10.53,8.69,1.75,12.62
(주)남선알미늄,008350,2012/12,제조업,-1.7,-31.49,-7.17,7.84,1.6,-8.52,,,,,,
(주)남선알미늄,008350,2013/12,제조업,5.73,14.61,4.07,11.59,1.09,5.24,,,,,,
(주)남선알미늄,008350,2014/12,제조업,5.83,22.24,7.37,11.39,0.82,9.53,,,,,,
(주)남선알미늄,008350,2015/12,제조업,6.5,15.62,5.65,12.55,0.57,7.26,,,,,,
(주)남선알미늄,008350,2016/12,제조업,8.49,18.08,7.16,11.74,0.35,9.56,,,,,,
(주)남선알미늄,008350,2017/12,제조업,7.31,16.08,7.65,11.05,0.34,10.78,,,,,,
(주)남선알미늄,008350,2018/12,제조업,3.31,16.03,8.76,10.03,0.33,12.49,3.11,14.95,8.32,10.03,0.33,12.27
(주)남선알미늄,008350,2019/12,제조업,3.95,4.83,2.84,10.74,0.12,4.09,3.87,8.33,4.84,10.74,0.22,7.24
(주)남선알미늄,008350,2020/12,제조업,-0.5,-1.41,-0.86,7.12,-0.1,-1.26,-0.51,5.72,3.57,7.12,0.04,5.65
(주)남선알미늄,008350,2021/12,제조업,-2.45,-3.66,-2.27,6.24,-0.12,-3.35,-2.13,19.6,12.82,6.24,0.05,23.4
(주)남성,004270,2011/12,도매 및 소매업,2.35,3.23,1.45,13.85,4.62,3.42,-0.15,-1.87,-0.82,22.11,7.76,-2.26
(주)남성,004270,2012/12,도매 및 소매업,2.07,1.59,0.69,15.13,5.81,1.61,-0.02,-7.94,-3.09,24.37,7.5,-8.79
(주)남성,004270,2013/12,도매 및 소매업,1.75,1.7,0.77,13.63,4.76,1.78,0.97,-0.83,-0.35,24.15,6.23,-0.99
(주)남성,004270,2014/12,도매 및 소매업,2.06,-0.87,-0.41,12.5,3.57,-0.91,0.8,-5.21,-2.01,25.3,4.67,-5.61
(주)남성,004270,2015/12,도매 및 소매업,2.12,2.28,1.06,12.96,3.93,2.21,1.4,-0.6,-0.26,25.4,4.87,-0.69
(주)남성,004270,2016/12,도매 및 소매업,2.38,1.74,0.79,12.81,3.97,1.82,2.24,1.87,0.65,26.46,4.78,1.65
(주)남성,004270,2017/12,도매 및 소매업,3.43,1.68,0.8,13.74,3.41,2.18,3.53,1.68,0.67,27.08,3.83,1.65
(주)남성,004270,2018/12,도매 및 소매업,1.76,-4.11,-2.07,12.28,3.08,-5.38,0.48,-4.11,-1.75,22.9,4.05,-4.09
(주)남성,004270,2019/12,도매 및 소매업,1.43,-2.52,-1.27,12.46,0.99,-3.13,0.23,-2.52,-1.07,25.9,3.89,-2.36
(주)남성,004270,2020/12,도매 및 소매업,1.21,-19.78,-9.91,10.2,1.1,-24.74,-1.23,-19.75,-8.13,19.52,3.05,-17.09
(주)남성,004270,2021/12,도매 및 소매업,2.59,7.28,3.57,12.69,1.24,9.11,2.88,7.28,2.95,27.85,2.36,6.28
(주)넥센,005720,2011/12,제조업,3.1,3.93,2.36,12.43,-0.17,5.17,3.22,13.09,7.93,14.33,0.97,16.35
(주)넥센,005720,2012/12,제조업,3.14,4.58,3.1,17.03,-0.6,8.3,3.97,17.71,11.98,18.52,0.84,30.53
(주)넥센,005720,2013/12,제조업,4.21,4.19,3.14,20.6,0.41,10.11,11.18,12.26,9.16,30.49,0.44,27.89
(주)넥센,005720,2014/12,제조업,4.34,5.76,4.45,22.91,0.36,14.54,10.86,12.56,9.72,34.03,0.37,31.98
(주)넥센,005720,2015/12,제조업,4.27,4.43,3.51,25.07,0.23,11.51,9.97,11.25,9.04,38.64,0.31,32.2
(주)넥센,005720,2016/12,제조업,4.61,5.18,4.24,26.86,-0.12,13.96,11.77,12.86,10.72,44.28,-0.02,41.21
(주)넥센,005720,2017/12,제조업,3.25,7.45,6.15,21.92,-0.29,17.81,7.14,9.42,7.96,34.52,-0.13,29.49
(주)넥센,005720,2018/12,제조업,2.89,5.69,4.74,13.42,-0.06,13.25,5.85,6.63,3.61,26.59,0.51,5.59
(주)넥센,005720,2019/12,제조업,2.69,1.98,1.7,12.91,-0.16,5.01,5.68,5.96,2.87,29.22,0.6,3.5
(주)넥센,005720,2020/12,제조업,3.43,3.36,2.91,13.47,-0.1,8.1,1.5,1.05,0.02,25.27,0.62,0.02
(주)넥센,005720,2021/12,제조업,3.71,4.51,3.81,10.88,-0.1,9.87,0.76,2.68,0.67,21.16,0.48,0.74
(주)넥솔론,110570,2011/12,제조업,-1.1,-15.17,-2.6,-1.23,4.62,-3.14,,,,,,
(주)넥솔론,110570,2012/12,제조업,-9.78,-103.26,-14.39,-22.74,11.03,-17.09,-9.91,-175.77,-15.23,-22.74,11.02,-16.83
(주)넥솔론,110570,2013/12,제조업,-4.43,-140.71,-9,-7.93,13.64,-9.87,-4.29,-85.7,-5.76,-7.93,13.64,-6.31
(주)넥솔론,110570,2014/12,제조업,-10.93,0,-57.3,-25,25.5,-60.77,-10.7,0,-57.02,-25,25.5,-61.79
(주)넥솔론,110570,2015/12,제조업,-10.05,0,50.78,-26.56,19.2,52.59,,,,,,
(주)넥솔론,110570,2016/12,제조업,-9.47,0,-14.37,-26.19,23.29,-14.51,,,,,,
(주)노루페인트,090350,2011/12,제조업,2.91,2.27,1.11,17.32,1.8,1.26,3.21,4.01,1.92,19.01,1.67,2.14
(주)노루페인트,090350,2012/12,제조업,2.94,1.84,0.82,18.51,1.72,0.93,3.41,2.06,0.9,20.33,1.59,1.01
(주)노루페인트,090350,2013/12,제조업,3.35,4.35,1.89,19.68,1.55,2.17,3.98,5.21,2.23,21.81,1.53,2.5
(주)노루페인트,090350,2014/12,제조업,4.35,5.5,2.45,21.74,1.5,2.84,5.03,6.51,2.86,23.84,1.48,3.21
(주)노루페인트,090350,2015/12,제조업,4.75,6.67,3.04,23.27,1.21,3.51,5.49,12.78,5.86,25.78,1.21,6.65
(주)노루페인트,090350,2016/12,제조업,4.36,10.25,4.89,24,-5.06,5.58,5.46,3.47,1.66,26.82,1.08,1.86
(주)노루페인트,090350,2017/12,제조업,4.31,7.37,3.73,21.25,-1.85,4.23,4.78,10.23,5.07,23.79,0.89,5.55
(주)노루페인트,090350,2018/12,제조업,3.24,5.03,2.63,18.76,-0.56,3,3.78,4.2,2.12,21.31,0.79,2.34
(주)노루페인트,090350,2019/12,제조업,4.23,5.26,2.77,20.33,-0.44,3.13,4.72,6,3.06,22.71,0.67,3.36
(주)노루페인트,090350,2020/12,제조업,3.76,3.7,1.93,20.11,0.08,2.15,4.99,5.48,2.78,22.81,0.56,3.02
(주)노루페인트,090350,2021/12,제조업,2.61,3.22,1.67,15.4,0.01,1.84,3.82,4.26,2.16,18.07,0.42,2.34
(주)노루홀딩스,000320,2011/12,"전문, 과학 및 기술 서비스업",3.09,2.61,1.88,0,13.41,13.89,1.99,4.13,2.2,20.24,2.5,2.64
(주)노루홀딩스,000320,2012/12,"전문, 과학 및 기술 서비스업",2.91,7.5,5.52,0,11.15,38.77,2.1,6.18,2.33,21.45,2.2,2.81
(주)노루홀딩스,000320,2013/12,"전문, 과학 및 기술 서비스업",8.23,9.53,7.13,0,5.68,41.68,2.7,10.2,4.26,23.71,1.83,5.15
(주)노루홀딩스,000320,2014/12,"전문, 과학 및 기술 서비스업",6.16,6.84,5.22,0,5.48,27,3.85,8.68,4.23,26,1.52,5.08
(주)노루홀딩스,000320,2015/12,"전문, 과학 및 기술 서비스업",4.25,4.46,3.44,0,3.99,18.39,2.89,20.67,9.35,27.67,1.15,10.94
(주)노루홀딩스,000320,2016/12,"전문, 과학 및 기술 서비스업",20.09,26.58,21.28,0,1.52,96.33,2.32,3.15,2.13,28.1,1.04,2.47
(주)노루홀딩스,000320,2017/12,"전문, 과학 및 기술 서비스업",7.31,4.35,3.63,0,1.56,14.22,1.76,11.67,6.33,25.31,0.63,7.25
(주)노루홀딩스,000320,2018/12,"전문, 과학 및 기술 서비스업",4.64,1.67,1.41,0,1.2,5.77,1.04,-2.19,0.27,21.91,0.53,0.3
(주)노루홀딩스,000320,2019/12,"전문, 과학 및 기술 서비스업",4.08,1.16,0.98,0,1.41,4.53,2.51,1.25,2,23.75,0.54,2.25
(주)노루홀딩스,000320,2020/12,"전문, 과학 및 기술 서비스업",1.63,1.03,0.86,0,4.22,3.96,3.48,3.8,2.83,24.23,0.62,3.2
(주)노루홀딩스,000320,2021/12,"전문, 과학 및 기술 서비스업",2.24,1.85,1.53,0,4.5,6.96,2.53,0.43,1.02,19.75,0.33,1.15
(주)녹십자,006280,2011/12,제조업,10.47,9.3,6.89,34.63,-0.02,7.7,10.27,8.96,6.7,33.71,0.02,7.46
(주)녹십자,006280,2012/12,제조업,7.71,8.43,6.35,32.78,-0.04,7.91,8.19,8.32,6.13,31.24,0.11,7.33
(주)녹십자,006280,2013/12,제조업,7.26,9.14,7.04,31.89,-0.09,8.9,7.66,9.37,7,30.95,0.01,8.4
(주)녹십자,006280,2014/12,제조업,7.64,7.17,5.34,33.26,0.23,6.49,7.97,9.79,7.13,31.84,0.38,8.36
(주)녹십자,006280,2015/12,제조업,6.65,12.09,8.66,33.91,0.11,10.57,6.68,10.27,6.97,32.35,0.37,8.21
(주)녹십자,006280,2016/12,제조업,5.05,6.47,4.58,29.57,0.33,5.62,5.29,6.46,4.39,29.39,0.36,5.15
(주)녹십자,006280,2017/12,제조업,5.26,5.44,3.65,28.61,0.3,4.3,5.55,5.24,3.49,28.48,0.36,3.95
(주)녹십자,006280,2018/12,제조업,2.93,4.59,3.04,25.63,0.37,3.45,2.93,3.28,2,25.91,0.42,2.2
(주)녹십자,006280,2019/12,제조업,2.52,1.12,0.71,27.02,0.47,0.84,2.19,-0.35,-0.61,27.18,0.53,-0.69
(주)녹십자,006280,2020/12,제조업,2.33,4.96,2.96,29.2,0.59,3.47,2.44,7.48,4.34,29.29,0.58,4.91
(주)녹십자,006280,2021/12,제조업,3.18,12.16,7.47,34.1,0.59,9.06,3.19,10.3,5.94,33.85,0.7,6.7
(주)녹십자홀딩스,005250,2011/12,"전문, 과학 및 기술 서비스업",1.6,3.13,1.82,0,18.77,18,2.28,4.97,1.3,34.63,1.3,4.56
(주)녹십자홀딩스,005250,2012/12,"전문, 과학 및 기술 서비스업",2.12,7.09,4.72,0,9.33,62.24,2.94,10.42,2.98,32.07,0.55,9.08
(주)녹십자홀딩스,005250,2013/12,"전문, 과학 및 기술 서비스업",2.29,2.93,2.21,0,9.53,34.09,6.18,6.73,5.26,31.87,0.58,7.48
(주)녹십자홀딩스,005250,2014/12,"전문, 과학 및 기술 서비스업",2.44,3.48,2.64,0,10.31,17.43,6.75,8.24,5.94,32.29,0.78,7.63
(주)녹십자홀딩스,005250,2015/12,"전문, 과학 및 기술 서비스업",2.45,3.18,2.29,0,8.1,8.75,5.59,9.11,5.86,32.63,0.68,6.99
(주)녹십자홀딩스,005250,2016/12,"전문, 과학 및 기술 서비스업",3.67,4.75,3.2,0,5.21,11.95,4.61,6.27,3.45,29,0.7,4.11
(주)녹십자홀딩스,005250,2017/12,"전문, 과학 및 기술 서비스업",3.43,3.55,2.28,0,4.34,9.81,4.66,5.47,2.94,28.13,0.8,3.62
(주)녹십자홀딩스,005250,2018/12,"전문, 과학 및 기술 서비스업",3.63,3.33,2,100,5.64,10.23,1.9,2.28,0.75,26.25,0.95,0.92
(주)녹십자홀딩스,005250,2019/12,"전문, 과학 및 기술 서비스업",2.86,4.76,2.92,0,10.95,22.09,1.12,0.37,-1.13,28.19,0.99,-1.39
(주)녹십자홀딩스,005250,2020/12,"전문, 과학 및 기술 서비스업",4.11,8.21,5.01,0,9.91,43.76,2.35,19.74,5.98,30.84,1.3,7.29
(주)녹십자홀딩스,005250,2021/12,"전문, 과학 및 기술 서비스업",3.32,5.55,3.32,0,10.28,27.65,2.56,5.68,3.79,34.15,1.33,4.51
(주)농심,004370,2011/12,제조업,5.14,5.91,4.02,25.72,-0.91,4.91,5.2,5.75,3.77,26.63,-0.82,4.2
(주)농심,004370,2012/12,제조업,4.79,0.01,0.01,26.76,-0.83,0.01,4.38,-0.46,-0.41,27.49,-0.74,-0.46
(주)농심,004370,2013/12,제조업,4.38,6.28,4.4,27.44,-0.68,5.45,4.24,6.01,3.98,28.09,-0.6,4.41
(주)농심,004370,2014/12,제조업,3.34,4.46,3.21,27.57,-0.58,4.11,3.31,4.29,2.9,28.67,-0.53,3.26
(주)농심,004370,2015/12,제조업,4.81,7.26,5.27,29.15,-0.42,7,5.1,7.4,5.06,30.8,-0.37,5.67
(주)농심,004370,2016/12,제조업,3.01,11.36,8.47,29.19,-0.44,11.55,3.66,11.64,8.13,32.17,-0.32,9.05
(주)농심,004370,2017/12,제조업,3.27,4.42,3.46,30.73,-0.49,4.83,3.91,5.01,3.68,33.26,-0.36,4.12
(주)농심,004370,2018/12,제조업,2.83,4.04,3.2,26.69,-0.57,4.55,3.56,4.54,3.38,30.04,-0.42,3.84
(주)농심,004370,2019/12,제조업,2.01,2.95,2.3,26.06,-0.45,3.42,3.04,3.72,2.74,30.63,-0.35,3.14
(주)농심,004370,2020/12,제조업,3.62,4.76,3.72,26.56,-0.26,5.85,5.96,7.5,5.54,31.71,-0.27,6.39
(주)농심,004370,2021/12,제조업,2.47,3.54,2.82,26.13,-0.24,4.42,3.77,4.73,3.54,30.72,-0.21,4.12
(주)농심홀딩스,072710,2011/12,"전문, 과학 및 기술 서비스업",2.84,2.5,2.21,0,15.03,227.84,5.32,6.15,4.39,14.85,1.31,12.78
(주)농심홀딩스,072710,2012/12,"전문, 과학 및 기술 서비스업",2.92,2.78,2.49,0,12.24,860.92,1.9,2.12,1.55,17.4,1.23,4.51
(주)농심홀딩스,072710,2013/12,"전문, 과학 및 기술 서비스업",2.88,3.14,2.85,0,10.92,395.78,5.28,6.89,4.9,24,0.99,14.19
(주)농심홀딩스,072710,2014/12,"전문, 과학 및 기술 서비스업",2.86,2.82,2.59,0,7.31,356.12,3.07,3.5,2.49,18.46,1.04,7.11
(주)농심홀딩스,072710,2015/12,"전문, 과학 및 기술 서비스업",2.29,2.23,2.07,0,7.36,397.72,5.26,6.27,4.49,21.73,0.75,12.77
(주)농심홀딩스,072710,2016/12,"전문, 과학 및 기술 서비스업",2.62,2.6,2.41,0,6.32,214.89,7.7,9.81,7.04,26.49,0.51,20.05
(주)농심홀딩스,072710,2017/12,"전문, 과학 및 기술 서비스업",2.51,4.16,3.9,0,1.94,154.2,4.06,4.78,3.51,18.87,0.21,10.25
