회사명,거래소코드,회계년도,자본금회전률(IFRS),유형자산회전율(IFRS),재고자산회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),총자본회전률(IFRS),자본금회전률(IFRS연결),유형자산회전율(IFRS연결),재고자산회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),총자본회전률(IFRS연결)
(주)휴비스,079980,2019/12,4.9,2.19,6.42,2.37,1.86,1.04,5.97,2.4,6.5,2.56,2,1.12
(주)휴비스,079980,2020/12,4.25,1.85,7.03,1.87,1.83,0.93,5.34,2.1,7.25,2.11,2.1,1.05
(주)휴비스,079980,2021/12,5.13,2.19,7.84,2.1,2.56,1.15,6.28,2.38,6.93,2.31,2.88,1.28
(주)휴스틸,005010,2011/12,16.42,2.9,7.65,1.56,3.96,1.12,16.44,2.89,5.61,1.56,4,1.12
(주)휴스틸,005010,2012/12,17.06,2.67,8.16,1.52,3.65,1.08,17.02,2.66,5.51,1.53,3.66,1.08
(주)휴스틸,005010,2013/12,15.47,2.24,6.87,1.33,3.42,0.96,15.83,2.29,4.66,1.38,3.39,0.98
(주)휴스틸,005010,2014/12,16.55,2.4,7.18,1.41,3.56,1.01,16.01,2.32,4.06,1.38,3.29,0.97
(주)휴스틸,005010,2015/12,10.33,1.43,5.19,0.89,2.59,0.66,12.68,1.75,3.91,1.11,2.91,0.8
(주)휴스틸,005010,2016/12,11.21,1.52,6.18,0.98,2.68,0.72,10.52,1.41,3.88,0.93,2.27,0.66
(주)휴스틸,005010,2017/12,18.93,2.63,8.29,1.68,2.82,1.05,19.96,2.76,5.43,1.81,2.86,1.11
(주)휴스틸,005010,2018/12,14.86,2.21,5.38,1.35,2.34,0.86,16.29,2.4,3.91,1.5,2.46,0.93
(주)휴스틸,005010,2019/12,12,1.88,4.34,1.12,2.7,0.79,14.17,2.19,3.65,1.34,2.83,0.91
(주)휴스틸,005010,2020/12,9.01,1.37,3.7,0.84,2.22,0.61,9.59,1.44,2.83,0.9,1.96,0.62
(주)휴스틸,005010,2021/12,14.56,1.58,5.12,1.11,2.71,0.79,15.95,1.71,3.41,1.18,2.39,0.79
AJ네트웍스(주),095570,2011/12,,,,,,,,,,,,
AJ네트웍스(주),095570,2012/12,,,,,,,,,,,,
AJ네트웍스(주),095570,2013/12,0.77,0.09,4.3,0.2,0.07,0.05,28.02,0.73,29.39,3.53,0.73,0.61
AJ네트웍스(주),095570,2014/12,6.36,0.79,41.49,1.48,0.63,0.44,33.1,0.91,43.41,4.06,0.92,0.75
AJ네트웍스(주),095570,2015/12,4.86,0.68,29.38,0.93,0.58,0.36,26.09,0.83,44.06,3.1,0.85,0.67
AJ네트웍스(주),095570,2016/12,5.23,0.66,35.43,0.9,0.56,0.35,26.78,0.86,33.06,3.04,0.84,0.66
AJ네트웍스(주),095570,2017/12,5.99,0.57,35.07,0.98,0.46,0.31,30.56,0.85,27.72,3.27,0.8,0.65
AJ네트웍스(주),095570,2018/12,7.26,1.15,29.09,1.22,0.46,0.33,22.57,1.03,19.95,2.25,0.53,0.43
AJ네트웍스(주),095570,2019/12,8.37,7.71,27.35,1.36,0.45,0.34,25.69,4.65,21.85,2.87,0.68,0.55
AJ네트웍스(주),095570,2020/12,9.69,8.12,23.76,1.49,0.5,0.37,21.72,4.05,22.04,3.2,0.74,0.6
AJ네트웍스(주),095570,2021/12,10.37,8.45,31.68,1.45,0.56,0.4,21.93,5.04,38.45,3.16,0.9,0.7
CS홀딩스(주),000590,2011/12,0.53,8.13,0,0.02,0.36,0.02,21.05,1.7,9.03,0.72,4.57,0.62
CS홀딩스(주),000590,2012/12,0.34,7.02,0,0.01,0.26,0.01,17.91,1.53,7.11,0.62,4.34,0.54
CS홀딩스(주),000590,2013/12,0.34,9.81,0,0.01,0.25,0.01,25.31,2.03,6.74,0.78,5.65,0.69
CS홀딩스(주),000590,2014/12,0.34,11.08,0,0.01,0.22,0.01,24.52,1.84,4.77,0.66,4.28,0.57
CS홀딩스(주),000590,2015/12,0.34,10.15,0,0.01,0.19,0.01,24.07,1.84,4.77,0.59,3.7,0.51
CS홀딩스(주),000590,2016/12,0.31,9.9,0,0.01,0.2,0.01,21.33,1.66,4.71,0.49,3.46,0.43
CS홀딩스(주),000590,2017/12,0.45,6.95,0,0.02,0.33,0.02,20.95,2.16,4.83,0.46,3.72,0.41
CS홀딩스(주),000590,2018/12,0.53,6.22,0,0.02,0.39,0.02,21.23,3.3,4.64,0.45,3.91,0.4
CS홀딩스(주),000590,2019/12,0.58,9.58,0,0.02,0.43,0.02,23.38,3.51,4.81,0.48,4.67,0.44
CS홀딩스(주),000590,2020/12,0.58,15.42,0,0.02,0.44,0.02,22.8,3.52,4.43,0.45,4.68,0.41
CS홀딩스(주),000590,2021/12,0.64,36.54,0,0.02,0.46,0.02,27.55,4.56,4.17,0.52,4.56,0.47
HD현대(주),267250,2017/12,,,,,,,,,,,,
HD현대(주),267250,2018/12,7.11,10.66,10.37,0.1,0.22,0.07,334.71,3.61,7.14,2.64,2.31,1.23
HD현대(주),267250,2019/12,6.05,8.22,9.59,0.09,0.18,0.06,327.02,3.27,6.49,2.37,2,1.09
HD현대(주),267250,2020/12,4.62,7.6,16.04,0.07,0.15,0.05,232.23,1.98,5.48,1.65,1.29,0.72
HD현대(주),267250,2021/12,3.12,3.3,0,0.05,0.11,0.03,345.79,2.33,6.33,2.45,1.43,0.9
KG스틸(주),016380,2011/12,12.15,1.08,6.57,2.43,1.09,0.75,13.27,1.16,6.53,2.65,1.16,0.81
KG스틸(주),016380,2012/12,11.11,1.02,7.11,2.45,1,0.71,12.25,1.08,6.43,2.68,1.03,0.74
KG스틸(주),016380,2013/12,10.38,1.01,7.05,2.44,0.94,0.68,11.78,1.06,6.26,2.72,0.98,0.72
KG스틸(주),016380,2014/12,7.63,1.25,7.94,3.9,0.83,0.68,8.74,1.08,5.87,4.33,0.84,0.7
KG스틸(주),016380,2015/12,6.06,1.52,9.12,38.52,0.61,0.6,8.77,1.13,6.44,63.65,0.75,0.74
KG스틸(주),016380,2016/12,9.1,1.57,10.03,18.76,0.65,0.63,13.73,1.16,7.94,35.9,0.83,0.81
KG스틸(주),016380,2017/12,9.59,1.91,10.82,11.77,0.78,0.73,14.36,1.39,8.82,17.79,1,0.94
KG스틸(주),016380,2018/12,9.39,2.11,9.92,20.26,0.82,0.79,13.66,1.51,7.93,29.6,1.01,0.98
KG스틸(주),016380,2019/12,4.52,2.19,9.55,3.68,1.04,0.81,6.5,1.55,7.55,5.42,1.22,1
KG스틸(주),016380,2020/12,3.78,2,9,2.26,1.74,0.98,4.22,1.58,7.49,2.52,1.7,1.02
KG스틸(주),016380,2021/12,5.78,2.38,7.05,3.09,2.26,1.3,6.04,2.34,5.07,2.92,2.07,1.21
KISCO홀딩스(주),001940,2011/12,0.66,186.84,0,0.02,1.05,0.02,35.01,2.65,9.77,0.88,5.95,0.77
KISCO홀딩스(주),001940,2012/12,0.63,466.12,0,0.02,1.02,0.02,32.19,3.36,10.56,0.85,6.85,0.76
KISCO홀딩스(주),001940,2013/12,0.75,3580.92,0,0.03,1.94,0.03,71.86,3.45,10.22,1.44,8.34,1.23
KISCO홀딩스(주),001940,2014/12,0.73,1105.76,0,0.03,1.96,0.03,62.75,1.97,6.05,1.02,4.71,0.84
KISCO홀딩스(주),001940,2015/12,0.75,685.37,0,0.03,2.59,0.03,58.86,1.9,7.37,0.93,4.78,0.78
KISCO홀딩스(주),001940,2016/12,0.78,676.63,0,0.03,18.14,0.03,57.27,1.91,9.09,0.85,4.98,0.73
KISCO홀딩스(주),001940,2017/12,0.73,655.39,0,0.02,24.1,0.02,66.1,2.59,9.86,0.96,5.43,0.82
KISCO홀딩스(주),001940,2018/12,0.72,1149.76,0,0.02,37.36,0.02,71.16,3.31,9.89,1.04,5.3,0.87
KISCO홀딩스(주),001940,2019/12,0.77,2558.11,0,0.03,28.84,0.03,64.03,2.96,8.81,0.91,4.77,0.76
KISCO홀딩스(주),001940,2020/12,0.77,7711.7,0,0.03,23.17,0.03,57.62,2.7,9.13,0.8,4.63,0.68
KISCO홀딩스(주),001940,2021/12,0.79,4891223.77,0,0.03,15.68,0.03,85.56,4.15,12.35,1.15,6.36,0.97
LG이노텍(주),011070,2011/12,42.8,2.07,13.89,3.11,1.57,1.05,45.21,1.96,12.3,3.26,1.59,1.07
LG이노텍(주),011070,2012/12,50.3,2.45,14.75,4,1.59,1.14,52.72,2.27,12.45,4.1,1.59,1.14
LG이노텍(주),011070,2013/12,54.57,2.83,17.07,4.48,1.7,1.23,61.59,2.77,14.55,4.81,1.81,1.31
LG이노텍(주),011070,2014/12,53.29,3.39,21.92,4.23,2.08,1.4,59,3.23,17.72,4.29,2.16,1.44
LG이노텍(주),011070,2015/12,48.09,3.71,23.32,3.67,2.47,1.48,51.87,3.46,18.69,3.55,2.51,1.47
LG이노텍(주),011070,2016/12,44.97,3.57,19.11,3.38,2.38,1.4,48.63,3.41,16.3,3.25,2.45,1.4
LG이노텍(주),011070,2017/12,60.42,3.74,16.24,4.23,2.37,1.52,64.57,3.53,14.63,4.1,2.36,1.5
LG이노텍(주),011070,2018/12,64.29,3.35,15.7,4.09,2.26,1.46,67.45,2.89,13.74,3.92,2.11,1.37
LG이노텍(주),011070,2019/12,67.96,3.75,20.22,4.12,2.58,1.59,70.16,2.95,16.47,3.84,2.3,1.44
LG이노텍(주),011070,2020/12,78.51,4.81,16.62,4.48,2.9,1.76,80.63,3.76,14.16,4.12,2.66,1.62
LG이노텍(주),011070,2021/12,123.33,6.8,15.03,5.76,3.94,2.34,126.3,5.42,13.28,5.21,3.72,2.17
LS일렉트릭(주),010120,2011/12,9.35,2.95,11.31,1.91,1.67,0.89,13.81,3.26,9.57,2.73,2.14,1.2
LS일렉트릭(주),010120,2012/12,11.01,3.3,12.71,2.11,1.7,0.94,14.88,3.37,9.88,2.77,2.05,1.18
LS일렉트릭(주),010120,2013/12,11.77,3.5,14.15,2.06,1.66,0.92,15.68,3.53,10.79,2.67,2,1.14
LS일렉트릭(주),010120,2014/12,12.18,3.53,19.17,1.97,1.62,0.89,15.29,3.42,12.38,2.39,1.85,1.04
LS일렉트릭(주),010120,2015/12,11.69,3.35,23.48,1.82,1.51,0.82,14.68,3.33,13.38,2.19,1.74,0.97
LS일렉트릭(주),010120,2016/12,11.42,3.39,22.27,1.73,1.54,0.81,14.76,3.53,14.36,2.13,1.82,0.98
LS일렉트릭(주),010120,2017/12,12.05,3.76,22.16,1.73,1.72,0.86,15.62,3.95,14.94,2.12,2.04,1.04
LS일렉트릭(주),010120,2018/12,12.7,4.17,19.46,1.66,1.91,0.89,16.57,4.39,13.67,2.03,2.24,1.07
LS일렉트릭(주),010120,2019/12,12.07,4.12,17.42,1.44,1.78,0.8,15.65,4.24,11.95,1.76,2.06,0.95
LS일렉트릭(주),010120,2020/12,12.36,4.31,20.79,1.4,1.83,0.79,16.02,4.33,12.88,1.73,2.09,0.95
LS일렉트릭(주),010120,2021/12,12.52,4.42,19.55,1.36,1.82,0.78,17.79,4.76,12.17,1.85,2.18,1
OCI(주),010060,2011/12,27.38,1.11,12.54,1.26,1.51,0.69,34.36,1,11.62,1.42,1.26,0.67
OCI(주),010060,2012/12,18.93,0.7,6.49,0.72,0.98,0.42,25.29,0.67,6.57,0.88,0.9,0.44
OCI(주),010060,2013/12,17.25,0.69,6.17,0.69,0.83,0.38,23.23,0.62,6.06,0.86,0.77,0.41
OCI(주),010060,2014/12,18.14,0.81,6.29,0.76,0.9,0.41,24.67,0.65,6.35,0.96,0.77,0.43
OCI(주),010060,2015/12,17.09,0.85,6.02,0.74,0.9,0.41,18.09,0.5,4.3,0.71,0.56,0.31
OCI(주),010060,2016/12,17.65,0.99,8.77,0.75,1.02,0.43,21.53,0.71,4.19,0.84,0.78,0.4
OCI(주),010060,2017/12,19.6,1.23,11.64,0.77,1.27,0.48,28.54,1.08,6.33,1.09,1.29,0.59
OCI(주),010060,2018/12,17.89,1.21,7.84,0.68,1.36,0.45,24.46,0.95,6.89,0.9,1.29,0.53
OCI(주),010060,2019/12,13.88,1.29,5.31,0.59,1.35,0.41,20.47,0.98,3.59,0.84,1.21,0.5
OCI(주),010060,2020/12,9.6,1.58,5.05,0.5,1.09,0.34,15.74,1.07,2.33,0.79,0.96,0.43
OCI(주),010060,2021/12,12.28,2.47,6.7,0.64,1.53,0.45,25.49,2,2.02,1.04,1.26,0.57
SK이노베이션(주),096770,2011/12,3.26,0.26,0.57,0.13,0.16,0.07,145.91,6.15,10.25,5.18,3.59,2.12
SK이노베이션(주),096770,2012/12,5.01,1.74,49.25,0.18,1.07,0.16,156.5,6.22,10.3,4.7,3.89,2.13
SK이노베이션(주),096770,2013/12,3.19,0.96,25.11,0.11,0.89,0.1,142.28,5.02,9.64,4.01,3.72,1.93
SK이노베이션(주),096770,2014/12,3.39,0.99,21.98,0.12,1.12,0.11,140.57,4.47,10.71,3.99,3.52,1.87
SK이노베이션(주),096770,2015/12,3.56,1.12,24.94,0.13,1.11,0.12,103.2,3.33,11.02,2.92,2.9,1.46
SK이노베이션(주),096770,2016/12,2.56,0.91,13.28,0.1,0.85,0.09,84.34,2.87,9.87,2.24,2.76,1.24
SK이노베이션(주),096770,2017/12,6.62,2.16,25.54,0.25,2.03,0.22,98.73,3.4,8.88,2.46,3.17,1.38
SK이노베이션(주),096770,2018/12,7.85,2.18,26.52,0.28,1.62,0.24,116.33,3.98,8.97,2.82,3.44,1.55
SK이노베이션(주),096770,2019/12,6.42,1.9,13.92,0.23,0.98,0.19,106.44,3.41,7.87,2.66,2.62,1.32
SK이노베이션(주),096770,2020/12,8.13,2.92,12.29,0.28,1.09,0.22,72.91,2.05,6.59,2.03,1.54,0.88
SK이노베이션(주),096770,2021/12,8.51,5.16,22.47,0.27,1.19,0.22,99.97,2.42,5.97,2.39,1.57,0.95
SNT모티브(주),064960,2011/12,10.44,2.34,7.51,1.76,2.26,0.99,12.45,2.34,7.23,2.02,2.41,1.1
SNT모티브(주),064960,2012/12,10.37,2.25,6.89,1.67,2.19,0.95,12.38,2.12,6.09,1.86,2.2,1.01
SNT모티브(주),064960,2013/12,10.2,2.2,6.63,1.54,2.13,0.9,13.13,1.97,6.08,1.67,2.02,0.91
SNT모티브(주),064960,2014/12,10.69,2.3,6.51,1.5,2.26,0.9,15.04,2.11,6.62,1.67,2.2,0.95
SNT모티브(주),064960,2015/12,11.96,2.57,7.26,1.52,2.75,0.98,16.56,2.43,7.81,1.69,2.82,1.06
SNT모티브(주),064960,2016/12,11.11,2.41,6.94,1.3,2.66,0.87,15.78,2.32,7.94,1.48,2.67,0.95
SNT모티브(주),064960,2017/12,11.65,2.55,7.71,1.31,2.84,0.9,15.56,2.32,8.33,1.41,2.65,0.92
SNT모티브(주),064960,2018/12,11.24,2.46,7.68,1.24,2.86,0.86,14.48,2.18,8.01,1.28,2.75,0.87
SNT모티브(주),064960,2019/12,12.17,2.59,8.04,1.27,3.1,0.9,13.35,2.27,7.42,1.25,2.89,0.87
SNT모티브(주),064960,2020/12,12,2.51,7.78,1.18,2.89,0.84,12.87,2.51,7.45,1.26,2.96,0.88
SNT모티브(주),064960,2021/12,12.3,2.59,7.33,1.12,2.97,0.81,12.88,2.56,6.73,1.1,3.22,0.82
SNT중공업(주),003570,2011/12,7.3,1.47,5.78,0.98,2.22,0.68,8.89,1.5,6.38,1.06,2.14,0.71
SNT중공업(주),003570,2012/12,6.95,1.39,5.32,0.89,2.15,0.63,9.65,1.46,6.25,1.03,2.09,0.69
SNT중공업(주),003570,2013/12,6.43,1.29,4.29,0.8,2.19,0.59,6.98,1.19,4.22,0.8,1.87,0.56
SNT중공업(주),003570,2014/12,6.03,1.22,3.96,0.77,2.1,0.56,6.67,1.3,4.23,0.84,2.13,0.6
SNT중공업(주),003570,2015/12,5.3,1.09,3.78,0.67,1.93,0.5,6.03,1.19,4.12,0.76,2,0.55
SNT중공업(주),003570,2016/12,4.77,1.01,3.95,0.61,1.84,0.46,5.59,1.14,4.38,0.7,1.95,0.52
SNT중공업(주),003570,2017/12,4.43,0.97,4.48,0.59,1.75,0.44,5.21,1.1,5.03,0.69,1.85,0.5
SNT중공업(주),003570,2018/12,3.96,0.89,4.18,0.55,1.54,0.41,4.74,1.04,4.83,0.65,1.68,0.47
SNT중공업(주),003570,2019/12,3.49,0.82,3.64,0.49,1.39,0.36,4.43,1,4.39,0.61,1.62,0.44
SNT중공업(주),003570,2020/12,2.66,0.72,2.76,0.38,1.06,0.28,3.52,0.93,3.43,0.5,1.31,0.36
SNT중공업(주),003570,2021/12,3.02,0.96,3.22,0.42,1.2,0.31,3.92,1.22,3.9,0.51,1.48,0.38
STX엔진(주),077970,2011/12,18.07,3.62,6.47,1.7,1.08,0.66,29.14,1.64,3.93,2.33,0.91,0.65
STX엔진(주),077970,2012/12,14.99,3.15,4.42,1.42,0.83,0.52,16.92,1.05,2.46,1.25,0.51,0.36
STX엔진(주),077970,2013/12,7.24,2.2,3.26,0,0.55,0.44,7.24,1.17,2.44,0,0.39,0.32
STX엔진(주),077970,2014/12,5.78,2.41,3.58,0,0.62,0.65,5.78,2.41,3.58,0,0.61,0.64
STX엔진(주),077970,2015/12,6.59,2.35,3.1,0,0.69,0.66,,,,,,
STX엔진(주),077970,2016/12,7.66,1.93,2.9,4.56,0.7,0.6,7.66,1.87,2.87,4.94,0.73,0.64
STX엔진(주),077970,2017/12,6.61,1.61,3.01,4.24,0.64,0.56,6.8,1.65,2.82,4.54,0.65,0.57
STX엔진(주),077970,2018/12,8.19,2.01,3.41,3.42,0.84,0.67,8.35,2.04,3.17,3.59,0.85,0.69
STX엔진(주),077970,2019/12,8.35,2.1,3.04,2.5,0.94,0.69,8.83,2.21,2.96,2.66,0.99,0.72
STX엔진(주),077970,2020/12,8.07,2.06,3.44,2.24,1,0.69,8.49,2.15,3.36,2.33,1.04,0.72
STX엔진(주),077970,2021/12,6.63,1.63,2.92,1.71,0.84,0.56,7.14,1.74,2.96,1.79,0.9,0.6
STX조선해양(주),067250,2011/12,21.83,2.97,27.41,2.51,0.89,0.66,56.73,2.55,18.38,6.01,1.01,0.87
STX조선해양(주),067250,2012/12,16.44,2.28,20.31,2.41,0.73,0.56,30.09,1.39,11.88,3.56,0.52,0.45
STX조선해양(주),067250,2013/12,10.04,1.17,10.14,0,0.28,0.37,19.64,0.83,11.57,0,0.3,0.32
STX중공업(주),071970,2011/12,19.97,2.63,4.76,3.09,1.51,1.01,20.34,2.66,4.82,3.14,1.53,1.03
STX중공업(주),071970,2012/12,15.94,2.1,5.04,2.45,1.23,0.82,16.28,2.12,5.09,2.49,1.25,0.83
STX중공업(주),071970,2013/12,6.35,1.84,7.97,4.41,0.97,0.8,6.44,1.86,8.01,4.54,0.98,0.81
STX중공업(주),071970,2014/12,3.51,1.41,7.16,0,0.66,0.63,3.54,1.42,7.22,0,0.66,0.64
STX중공업(주),071970,2015/12,5.98,1.56,7.76,0,0.75,0.72,6.03,1.57,7.8,0,0.75,0.73
STX중공업(주),071970,2016/12,6.29,0.74,3.46,0,0.29,0.36,6.42,0.75,3.51,0,0.3,0.37
STX중공업(주),071970,2017/12,3.9,0.61,2.81,0,0.24,0.31,3.99,0.62,2.86,0,0.25,0.32
STX중공업(주),071970,2018/12,3.26,0.69,2.98,1.43,0.42,0.33,3.26,0.69,2.98,1.43,0.42,0.33
STX중공업(주),071970,2019/12,3.62,1.14,3.3,1.79,0.69,0.5,3.62,1.14,3.3,1.79,0.7,0.5
STX중공업(주),071970,2020/12,3.21,0.98,3.65,1.51,0.78,0.51,3.51,0.95,3.65,1.63,0.81,0.54
STX중공업(주),071970,2021/12,1.88,0.62,2.99,0.83,0.53,0.32,2.31,0.6,2.98,1,0.58,0.37
가온전선(주),000500,2011/12,50.11,5.09,17.81,3.82,4.53,2.07,50.11,5.05,17.57,3.83,4.53,2.07
가온전선(주),000500,2012/12,48.36,5.03,16.47,3.8,4.01,1.95,48.36,4.97,16.1,3.83,4.01,1.96
가온전선(주),000500,2013/12,42.39,4.46,14.01,3.25,3.6,1.71,43.14,4.2,13.88,3.36,3.44,1.7
가온전선(주),000500,2014/12,39.76,4.29,13.8,3.04,3.64,1.65,42.72,4.02,14.35,3.33,3.43,1.69
가온전선(주),000500,2015/12,34.44,3.82,11.97,2.7,3.22,1.47,37.54,3.64,12.64,2.97,3.09,1.51
가온전선(주),000500,2016/12,33.33,3.73,12.57,2.65,3.06,1.42,36.03,3.53,12.97,2.84,2.92,1.44
가온전선(주),000500,2017/12,36.23,4.07,12.86,2.9,3.19,1.52,40.24,3.97,13.55,3.19,3.14,1.58
가온전선(주),000500,2018/12,36.18,4.07,12.16,2.92,3.11,1.5,40.41,4.02,12.87,3.23,3.09,1.58
가온전선(주),000500,2019/12,36.4,4.05,13.7,2.95,3.25,1.55,39.91,3.94,13.8,3.21,3.18,1.6
가온전선(주),000500,2020/12,37.08,4.11,14.14,2.99,3.3,1.57,41.22,3.93,13.46,3.3,3.21,1.63
가온전선(주),000500,2021/12,43.56,4.76,12.32,3.43,3.15,1.64,51.46,4.6,10,3.99,2.74,1.62
강남제비스코(주),000860,2011/12,46.65,2.94,8.09,1.39,4.89,1.08,47.2,2.93,7.92,1.05,3.89,0.82
강남제비스코(주),000860,2012/12,49.82,3.19,8.36,1.38,5.23,1.09,50.96,3.15,8.11,1.05,3.97,0.83
강남제비스코(주),000860,2013/12,49.3,3.23,8.28,1.26,5.05,1.01,53.08,3.29,8.21,0.99,3.77,0.79
강남제비스코(주),000860,2014/12,48.03,3.09,8.72,1.13,5.06,0.92,51.84,3.15,8.58,0.88,3.63,0.71
강남제비스코(주),000860,2015/12,41.53,2.58,7.91,0.9,4.77,0.76,45.21,2.67,7.79,0.7,3.3,0.58
강남제비스코(주),000860,2016/12,40.5,2.33,7.77,0.83,4.63,0.7,44.66,2.42,7.69,0.65,3.16,0.54
강남제비스코(주),000860,2017/12,41.9,1.9,7.82,0.81,4.4,0.69,46.16,1.98,7.71,0.63,3.05,0.52
강남제비스코(주),000860,2018/12,39.86,1.38,7.17,0.76,4.24,0.64,47.23,1.42,7.04,0.59,2.95,0.49
강남제비스코(주),000860,2019/12,39.22,1.18,6.54,0.75,4.4,0.64,51.16,1.26,6.73,0.6,3.03,0.5
강남제비스코(주),000860,2020/12,39.98,1.18,6.7,0.76,3.85,0.64,52.43,1.26,6.93,0.6,2.83,0.49
강남제비스코(주),000860,2021/12,45.67,1.34,7,0.91,3.02,0.7,90.92,1.71,8.43,0.95,3.18,0.73
경남기업(주),000800,2011/12,17.92,19.07,11.84,2.24,1.2,0.78,17.89,2.92,4.56,3.73,0.72,0.6
경남기업(주),000800,2012/12,14.36,18.55,14.34,1.92,0.95,0.64,16.5,2.3,15.45,3.11,0.62,0.52
경남기업(주),000800,2013/12,9.48,16.01,11.17,2.01,0.59,0.45,12.74,1.86,14.35,3.77,0.45,0.41
경남기업(주),000800,2014/12,7.06,31.05,18.38,0,0.65,0.63,8.94,2.27,22.76,0,0.5,0.51
경남에너지(주),008020,2011/12,46.73,2.38,2192.35,2.85,2.82,1.42,46.73,2.37,2192.35,2.85,2.82,1.42
경남에너지(주),008020,2012/12,52.58,2.54,2483.76,2.94,2.73,1.42,52.58,2.53,2483.76,2.94,2.72,1.42
경남에너지(주),008020,2013/12,55.72,2.56,3966.83,2.92,2.62,1.38,55.76,2.56,3969.59,2.92,2.62,1.38
경남에너지(주),008020,2014/12,54.71,2.63,1935.46,3.08,2.55,1.4,,,,,,
경남에너지(주),008020,2015/12,37.89,2.05,982.01,2.38,2.26,1.16,35.14,2,935.17,2.24,2.73,1.23
경인전자(주),009140,2011/12,1.65,4.62,37.07,0.24,2.63,0.22,4.19,6.43,12.34,0.59,4.16,0.52
경인전자(주),009140,2012/12,2.73,15.87,79.96,0.4,3.87,0.37,5.63,8.32,16.48,0.78,6.54,0.69
경인전자(주),009140,2013/12,2.85,13.9,115.09,0.42,4.23,0.38,5.93,8.49,15.41,0.81,6.31,0.72
경인전자(주),009140,2014/12,2.61,12.18,109.43,0.38,4.66,0.36,4.33,5.99,12.51,0.59,5.55,0.53
경인전자(주),009140,2015/12,1.99,9.01,159.32,0.29,4.68,0.27,3.61,5.09,14.01,0.48,6.39,0.45
경인전자(주),009140,2016/12,1.94,9.14,242.79,0.28,5.48,0.27,3.38,5.09,10.22,0.45,5.8,0.41
경인전자(주),009140,2017/12,1.11,5.48,85.23,0.16,3.78,0.16,2.8,4.68,7.85,0.38,5.28,0.35
경인전자(주),009140,2018/12,1,5.13,56.27,0.15,4.47,0.14,2.35,4.28,9.32,0.33,5.62,0.31
경인전자(주),009140,2019/12,0.66,3.54,34.7,0.1,3.15,0.1,1.69,3.35,8.26,0.24,5.14,0.23
경인전자(주),009140,2020/12,1.34,8.23,55.48,0.2,4.6,0.2,2.65,5.82,11.21,0.38,6.74,0.36
경인전자(주),009140,2021/12,1.96,13.8,52.53,0.3,4.03,0.28,3.49,6.99,6.89,0.46,4.36,0.42
계룡건설산업(주),013580,2011/12,28.63,31.89,12.99,2.83,1.47,0.97,39.02,10.81,17.29,3.42,1.74,1.15
계룡건설산업(주),013580,2012/12,23.66,25.63,13.29,2.33,1.18,0.78,34.6,9.66,10.88,3,1.44,0.97
계룡건설산업(주),013580,2013/12,23.53,18.96,12.71,2.58,1.23,0.83,35.49,9.2,8.72,3.33,1.47,1.02
계룡건설산업(주),013580,2014/12,24.06,20.94,17.13,3.58,1.35,0.98,36.58,9.86,15.23,4.43,1.65,1.2
계룡건설산업(주),013580,2015/12,25.18,32.99,17.32,4.61,1.51,1.14,34.09,10.45,18.09,4.91,1.65,1.24
계룡건설산업(주),013580,2016/12,31.76,42.77,15.42,5.52,1.75,1.33,43.86,13.49,12.25,6.05,1.87,1.43
계룡건설산업(주),013580,2017/12,33.18,44.39,9.8,5.18,1.65,1.25,50.18,12.91,7.84,6.3,1.88,1.45
계룡건설산업(주),013580,2018/12,34.34,45.56,7.25,4.76,1.62,1.21,51.34,11.41,6.81,5.58,1.84,1.39
계룡건설산업(주),013580,2019/12,36.94,50.1,6.01,4.4,1.57,1.16,50.96,10.68,6.28,4.83,1.63,1.22
계룡건설산업(주),013580,2020/12,35.19,48.3,4.77,3.39,1.46,1.02,49.27,9.88,5.22,3.97,1.48,1.08
계룡건설산업(주),013580,2021/12,41.89,58.22,5.57,3.19,1.79,1.15,57.37,11.52,5.34,3.77,1.69,1.17
계양전기(주),012200,2011/12,12.95,4.71,6.75,1.63,8.26,1.36,13.8,4.64,6.36,1.72,8.03,1.42
계양전기(주),012200,2012/12,13.58,4.71,7.3,1.62,8.14,1.35,14.55,4.72,6.87,1.75,7.95,1.43
계양전기(주),012200,2013/12,14.26,4.74,7.95,1.61,8.58,1.36,15.35,4.8,7.66,1.78,8.44,1.47
계양전기(주),012200,2014/12,15.98,4.79,7.55,1.76,7.29,1.42,16.85,4.79,7.28,1.9,6.91,1.49
계양전기(주),012200,2015/12,16.56,3.97,7.59,1.78,6,1.37,17.27,3.98,7.42,1.87,5.73,1.41
계양전기(주),012200,2016/12,18.67,3.66,9.09,1.88,6.11,1.44,19.99,3.71,9.13,2,5.86,1.49
계양전기(주),012200,2017/12,19.04,3.46,8.77,1.82,5.18,1.35,20,3.45,8.51,1.9,4.88,1.37
계양전기(주),012200,2018/12,20.8,3.8,8.74,1.95,4.82,1.39,21.47,3.57,8.28,2.02,4.42,1.38
계양전기(주),012200,2019/12,21.51,4.22,8.58,2.03,4.4,1.39,22.06,3.54,7.83,2.08,3.86,1.35
계양전기(주),012200,2020/12,21.37,4.67,9.03,2,4,1.33,22.33,3.75,8.08,2.09,3.58,1.32
